id	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ENSG00000225345.3	4.950736128	-1.713584189	1.193984983	-1.435180688	0.151235615	0.325109962
ENSG00000260865.1	7.032403516	-1.713437786	0.948416754	-1.806629605	0.07082005	0.194114126
ENSG00000150687.10	114.7489507	-1.713068982	0.466137473	-3.675029539	0.000237822	0.002552306
ENSG00000237892.1	19.36202255	-1.712656714	0.525728606	-3.257682183	0.001123261	0.008876128
ENSG00000244476.2	26.2817926	-1.712515417	0.539296062	-3.175464348	0.001495969	0.011121022
ENSG00000233306.2	54.3697435	-1.712027904	0.506489129	-3.38018687	0.000724366	0.006199471
ENSG00000230988.3	2.644156912	-1.710649749	1.309758091	-1.306080688	0.191525119	0.378373834
ENSG00000270039.1	10.72878927	-1.710347016	0.716066431	-2.388531207	0.016915872	0.070285031
ENSG00000235669.1	63.09022004	-1.710076004	0.345809765	-4.945135088	7.61E-07	1.95E-05
ENSG00000086570.11	30.74932553	-1.709663654	0.447543394	-3.820107003	0.000133394	0.001588331
ENSG00000278107.1	4.0228867	-1.709647593	1.292863189	-1.32237317	0.186043918	0.370898664
ENSG00000271664.1	6.943257883	-1.709032604	0.910906334	-1.876189174	0.060629308	0.174658093
ENSG00000203756.6	4.699085155	-1.708139842	1.067164435	-1.600634154	0.109457973	0.263043098
ENSG00000019186.8	3.260935499	-1.707915309	1.438233251	-1.187509264	0.235026805	0.433270513
ENSG00000207963.1	3.530694279	-1.707889346	1.078601592	-1.583429283	0.113323653	0.269302711
ENSG00000250073.2	17.72858934	-1.705534571	0.70553911	-2.417349438	0.015634	0.066410186
ENSG00000240204.2	3.562426887	-1.704556043	1.335202388	-1.276627468	0.2017338	0.391927307
ENSG00000173421.15	12.31156235	-1.70446724	0.754844891	-2.2580364	0.02394339	0.090556235
ENSG00000250170.1	7.665445007	-1.703794984	0.920226013	-1.851496219	0.064098198	0.181463576
ENSG00000169330.7	25.40793634	-1.703792289	0.481415355	-3.539131588	0.000401446	0.003864017
ENSG00000278434.1	5.296372174	-1.703525185	0.974481507	-1.748134955	0.080440661	0.211913186
ENSG00000236609.3	11.3215284	-1.703310323	0.694505119	-2.452552582	0.014184665	0.061804052
ENSG00000238249.2	3.890617003	-1.702141821	1.012597383	-1.680966047	0.09276951	0.233954002
ENSG00000154734.13	24.21295383	-1.701516436	0.610665394	-2.786331847	0.005330827	0.029603633
ENSG00000269959.1	3.11159825	-1.700982325	1.352187752	-1.25794833	0.208410443	0.40023211
ENSG00000255040.1	456.7526295	-1.699989715	0.332209756	-5.117217916	3.10E-07	9.05E-06
ENSG00000065320.7	25.06512236	-1.698383038	0.51270729	-3.312578292	0.000924402	0.007567012
ENSG00000279235.1	19.48993025	-1.698006956	0.57541017	-2.950950546	0.003167976	0.019953033
ENSG00000202566.3	6.413796998	-1.697746094	0.789965734	-2.149138908	0.03162339	0.110119817
ENSG00000205929.8	10.7635331	-1.697433361	0.636381178	-2.667321757	0.007645843	0.039106798
ENSG00000132518.6	2.617395066	-1.697313475	1.272479383	-1.333863241	0.18224868	0.36637198
ENSG00000279589.1	14.31831967	-1.696100667	0.823363099	-2.059966822	0.039401713	0.129013456
ENSG00000125246.14	31.03868834	-1.695391974	0.446738384	-3.795044334	0.000147617	0.001728177
ENSG00000262480.2	4.973439162	-1.694972606	0.973462219	-1.74117965	0.081652093	0.214366132
ENSG00000246526.2	32.16482366	-1.694831212	0.463261746	-3.658474341	0.000253721	0.002688854
ENSG00000221970.1	8.859127991	-1.692453927	0.82403195	-2.053869303	0.039988343	0.130327694
ENSG00000280254.1	3.036435094	-1.692416747	1.266113055	-1.336702707	0.181319698	0.365056992
ENSG00000253166.2	16.06358502	-1.691434512	0.67161426	-2.518461284	0.011786884	0.053913112
ENSG00000263893.2	3.029134724	-1.690989717	1.446967566	-1.168643829	0.242547162	0.442397993
ENSG00000269945.1	3.830113472	-1.690849173	1.017201744	-1.66225548	0.09646156	0.240894786
ENSG00000262700.1	13.85806863	-1.690766412	0.883127531	-1.914521235	0.055553588	0.164355089
ENSG00000259883.1	11.87615525	-1.690130308	0.635235839	-2.660634374	0.00779936	0.039719481
ENSG00000164199.14	10.89825294	-1.689818238	0.6490654	-2.603463746	0.009228703	0.044998942
ENSG00000267503.1	41.85909245	-1.688955035	0.607765936	-2.778956394	0.005453385	0.030154857
ENSG00000255122.1	2.865011103	-1.688388163	1.256812045	-1.343389547	0.17914587	0.36247991
ENSG00000261302.4	8.353501106	-1.686368746	0.788439307	-2.138869448	0.032446243	0.112243263
ENSG00000224727.1	5.712145073	-1.684841937	0.882191336	-1.909837319	0.056154163	0.165372265
ENSG00000255518.1	16.74730728	-1.684292858	0.785528805	-2.144151617	0.03202074	0.11109552
ENSG00000162728.4	6.839896536	-1.683981321	0.767056456	-2.195381196	0.028136265	0.101789475
ENSG00000138080.12	8.605890429	-1.683758567	0.709704368	-2.3724788	0.017669177	0.072496224
ENSG00000124191.16	6.705000436	-1.682795395	0.888281847	-1.894438572	0.058166821	0.16942632
ENSG00000205583.12	14.75579935	-1.682643399	0.673776023	-2.497333447	0.012513123	0.056215389
ENSG00000187536.4	22.24978978	-1.682588072	0.751525087	-2.238898077	0.025162549	0.094046147
ENSG00000259274.1	28.25591015	-1.682529109	0.471642873	-3.567379484	0.000360569	0.003549839
ENSG00000274199.1	3.140495233	-1.682247322	1.395201229	-1.205738131	0.227918478	0.424445535
ENSG00000233578.1	50.29728002	-1.681675892	0.348829077	-4.820916614	1.43E-06	3.40E-05
ENSG00000185920.14	150.8828599	-1.681302283	0.28114385	-5.980220747	2.23E-09	1.05E-07
ENSG00000072134.14	92.83088246	-1.681283032	0.370580614	-4.536888789	5.71E-06	0.000110305
ENSG00000123965.13	3.014075436	-1.681102672	1.225511133	-1.371756345	0.170139301	0.350707975
ENSG00000204241.6	4.969833379	-1.679854434	1.284428285	-1.307861601	0.190920256	0.377682452
ENSG00000259630.2	10.57574799	-1.679450545	0.759087121	-2.21246086	0.026934838	0.098799969
ENSG00000143595.11	54.5575096	-1.679039671	0.463902205	-3.619382824	0.000295306	0.003028099
ENSG00000259515.1	4.493296835	-1.678715682	1.340834073	-1.251993603	0.210572195	0.403003417
ENSG00000241769.6	23.2027255	-1.678595223	0.505187618	-3.322716477	0.000891455	0.007338096
ENSG00000232282.1	5.812313339	-1.678175452	0.85486801	-1.963081356	0.049636722	0.151994027
ENSG00000280981.1	10.99360598	-1.676769904	0.63322067	-2.648002481	0.008096893	0.040832386
ENSG00000218428.1	28.47879826	-1.676184303	0.574830466	-2.915962885	0.003545927	0.021741868
ENSG00000270799.1	2.912951704	-1.676141141	1.0653636	-1.573304308	0.115648372	0.273156915
ENSG00000122872.8	21.11277317	-1.675816845	0.749866893	-2.234819085	0.025429228	0.094693852
ENSG00000128536.14	45.65651959	-1.675753582	0.389473787	-4.302609409	1.69E-05	0.000282207
ENSG00000279825.1	13.79840927	-1.675582033	0.589954413	-2.840188998	0.004508681	0.026044665
ENSG00000267767.2	16.19014899	-1.675461013	0.510099853	-3.284574581	0.001021365	0.008207963
ENSG00000267178.3	2.944307292	-1.674742574	1.898720303	-0.882037534	0.37775651	0.579773314
ENSG00000064309.13	31.68011807	-1.673828481	0.62142092	-2.693550263	0.007069549	0.036842776
ENSG00000254595.1	27.25863376	-1.673824382	0.519550349	-3.221678869	0.001274419	0.009857308
ENSG00000243849.1	10.24713594	-1.673611808	0.679387853	-2.463411439	0.013762189	0.060396189
ENSG00000211869.1	51.94467517	-1.673580148	0.362268258	-4.619726163	3.84E-06	7.84E-05
ENSG00000224888.4	23.27515068	-1.673454098	0.529802235	-3.158639179	0.001585076	0.011608711
ENSG00000215493.3	17.39317591	-1.673358534	0.542958961	-3.081924515	0.00205667	0.014264913
ENSG00000085185.14	61.21224871	-1.673309281	0.338128325	-4.948740341	7.47E-07	1.92E-05
ENSG00000163072.13	4.272745664	-1.673148348	1.273438872	-1.31388195	0.188885934	0.374595854
ENSG00000132004.11	3.008910989	-1.672369262	1.076430214	-1.553625345	0.12027381	0.280366885
ENSG00000205810.7	7.920156864	-1.670928202	0.774646726	-2.157019641	0.031004134	0.108632607
ENSG00000232916.1	3.665539019	-1.670291619	1.243811486	-1.342881649	0.1793103	0.362643685
ENSG00000116396.12	109.5591184	-1.669734464	0.372999688	-4.476503647	7.59E-06	0.000140769
ENSG00000250132.5	13.62512292	-1.669584247	0.690898544	-2.416540405	0.015668787	0.066522195
ENSG00000272159.1	61.56475807	-1.669579045	0.422500436	-3.951662302	7.76E-05	0.001012606
ENSG00000224626.1	4.826403468	-1.669364588	1.067695116	-1.563521798	0.117929913	0.276561919
ENSG00000258760.1	3.141094293	-1.667631552	1.011271059	-1.649045068	0.099138402	0.24559392
ENSG00000204614.7	7.579953635	-1.667016118	0.812201384	-2.052466483	0.040124349	0.130614706
ENSG00000123989.12	8.881968139	-1.666636353	0.687059303	-2.425753273	0.015276652	0.065266758
ENSG00000263482.3	47.10962794	-1.666265853	0.36132239	-4.611576524	4.00E-06	8.10E-05
ENSG00000237310.1	3.613695226	-1.665401376	1.359618405	-1.224903524	0.220611572	0.415562498
ENSG00000270966.1	6.979479884	-1.664594771	0.797592404	-2.087024355	0.036885933	0.123075977
ENSG00000225928.2	20.73953034	-1.664592855	0.515469628	-3.229274364	0.001241048	0.009662239
ENSG00000236998.2	17.90490494	-1.664411629	0.695212397	-2.394105219	0.016660968	0.069647624
ENSG00000177757.2	19.39200107	-1.663813452	0.539706799	-3.082809878	0.002050561	0.014235038
ENSG00000230751.1	17.85804291	-1.663758457	0.580727448	-2.864955775	0.004170675	0.024558914
ENSG00000254419.1	7.238582053	-1.66372312	0.827392516	-2.010802719	0.044346299	0.140112055
ENSG00000276494.1	14.8807306	-1.663325838	0.585203435	-2.842303611	0.004478882	0.025904085
ENSG00000275381.1	2.808346634	-1.662739047	1.283368094	-1.295605722	0.195111357	0.383255028
ENSG00000225885.5	10.60635803	-1.662342823	0.727533857	-2.284900982	0.022318634	0.086230096
ENSG00000244432.2	3.688725337	-1.662289611	1.053225369	-1.57828482	0.114500192	0.271201523
ENSG00000224373.3	13.79838769	-1.661721176	0.894881005	-1.856918592	0.063322737	0.17976196
ENSG00000213085.8	26.64274427	-1.661644764	0.531165821	-3.128297601	0.001758221	0.012604214
ENSG00000259496.2	3.073581263	-1.660529695	1.400814517	-1.185402974	0.235858156	0.434357905
ENSG00000108370.14	15.17815128	-1.660335451	0.702726199	-2.362706062	0.018142052	0.07391195
ENSG00000186310.9	13.86621054	-1.658462919	0.739706768	-2.242054542	0.024957847	0.093513429
ENSG00000265195.1	4.342415103	-1.656498666	0.909913089	-1.820502074	0.068682581	0.189884308
ENSG00000276103.1	3.383375885	-1.656250602	1.37157589	-1.207553016	0.227219241	0.423714823
ENSG00000265912.1	5.939615363	-1.655529716	0.972316017	-1.702666301	0.088630535	0.226687247
ENSG00000279415.1	11.183074	-1.6553239	0.72703353	-2.276819199	0.022797025	0.087593041
ENSG00000212316.1	3.911470177	-1.655225482	0.949313489	-1.743602615	0.081228407	0.213466561
ENSG00000162591.14	47.8122174	-1.654618429	0.354435694	-4.668317719	3.04E-06	6.44E-05
ENSG00000239614.1	3.685996257	-1.654615858	1.139501999	-1.452051738	0.14648722	0.319276687
ENSG00000250698.1	6.967849243	-1.654551834	0.78430616	-2.109573938	0.034895071	0.118399521
ENSG00000253653.1	8.313580024	-1.654225847	0.815710487	-2.027957067	0.04256463	0.136310919
ENSG00000182985.15	23.77593956	-1.654029805	0.448943029	-3.684275501	0.000229354	0.002480519
ENSG00000270339.2	11.70640895	-1.65360636	0.594989401	-2.779219862	0.005448963	0.030153727
ENSG00000279424.1	10.05148029	-1.65346894	0.906562115	-1.823889298	0.06816881	0.189059192
ENSG00000211885.1	40.66461404	-1.653452882	0.434003208	-3.809771109	0.000139096	0.001646299
ENSG00000206052.9	174.1180889	-1.653248257	0.380047634	-4.350108005	1.36E-05	0.00023308
ENSG00000226756.1	46.03595411	-1.652277755	0.466962079	-3.538355321	0.000402628	0.003873823
ENSG00000105997.21	4.090597881	-1.651840571	1.031934546	-1.600722234	0.109438454	0.263022855
ENSG00000229559.2	17.26751	-1.65156658	0.60613555	-2.724747923	0.00643506	0.034197705
ENSG00000265137.2	5.579260905	-1.651144897	0.816431439	-2.022392596	0.043135809	0.137412071
ENSG00000270332.1	3.098747189	-1.650301263	1.627374424	-1.014088238	0.31054065	0.513997569
ENSG00000159263.14	15.39906145	-1.65001651	0.692735513	-2.381885264	0.017224263	0.071250324
ENSG00000132141.12	10.71788285	-1.649215834	0.709148257	-2.325629116	0.020038345	0.079689365
ENSG00000254129.1	13.36558587	-1.648118829	0.575035639	-2.866115972	0.00415542	0.024475165
ENSG00000141527.15	22.03270051	-1.647870833	0.496788365	-3.317047958	0.00090974	0.007470456
ENSG00000223599.1	30.48745301	-1.647850466	0.462357604	-3.564017225	0.000365222	0.003585225
ENSG00000266396.1	3.439286022	-1.647197711	1.132337823	-1.45468753	0.145755786	0.3182369
ENSG00000279908.1	12.88693271	-1.646170173	0.770226753	-2.137253953	0.032577342	0.112493042
ENSG00000270115.1	6.983615856	-1.645940645	0.811354523	-2.028633105	0.042495674	0.136159609
ENSG00000159784.16	2.776345668	-1.645512196	1.254817438	-1.311355856	0.189737565	0.375813223
ENSG00000280156.1	21.31435812	-1.644406148	0.605609948	-2.715289192	0.006621792	0.034962766
ENSG00000261714.2	8.935948657	-1.643449973	0.758609587	-2.166397581	0.030280819	0.106905044
ENSG00000226394.2	3.425782912	-1.642590993	1.078581242	-1.52291819	0.127779174	0.292014728
ENSG00000258439.1	12.95301132	-1.641971298	0.658024864	-2.495302817	0.012584968	0.056463254
ENSG00000239291.1	7.813031699	-1.641583413	0.819397766	-2.003402354	0.045134119	0.141739907
ENSG00000228728.1	5.856326588	-1.639846537	1.076177036	-1.523770238	0.127566117	0.291827649
ENSG00000140025.14	27.79914775	-1.639057453	0.754088461	-2.173561243	0.029738102	0.105680631
ENSG00000101213.6	8.055230223	-1.638852359	0.905778566	-1.809330028	0.070399747	0.193256924
ENSG00000261574.1	7.033314207	-1.638262366	0.865122657	-1.893676408	0.058267975	0.169637587
ENSG00000205693.3	3.930998552	-1.638022324	1.153981212	-1.4194532	0.155766932	0.331814777
ENSG00000226681.1	5.467384912	-1.637986283	0.841719025	-1.94600126	0.051654588	0.156535258
ENSG00000130558.17	10.83804071	-1.637775464	0.671647791	-2.438443909	0.014750648	0.063615355
ENSG00000198300.11	4.957398628	-1.637414358	2.768331526	-0.591480588	0.554198458	0.72853235
ENSG00000171680.19	7.503959715	-1.637148101	0.976522976	-1.676507509	0.093638827	0.2356327
ENSG00000271919.1	30.5933755	-1.635596161	0.707147262	-2.31294986	0.020725396	0.081753239
ENSG00000220305.1	3.055801009	-1.635468224	1.128219203	-1.449601478	0.147169684	0.320204817
ENSG00000184923.11	8.413736892	-1.635178802	0.828247966	-1.974262381	0.048351916	0.149157954
ENSG00000132321.15	4.542382917	-1.634754394	0.979191765	-1.669493609	0.095019596	0.238247442
ENSG00000205212.3	4.660752981	-1.633521118	1.556126813	-1.049735217	0.293839867	0.497710065
ENSG00000246792.2	6.723939503	-1.633219406	0.93280485	-1.750869334	0.07996842	0.211044343
ENSG00000267682.1	41.72465194	-1.632761329	0.411758666	-3.965335681	7.33E-05	0.00096638
ENSG00000270764.1	2.994972581	-1.632166666	1.103709015	-1.478801608	0.139193346	0.308659861
ENSG00000125810.9	3273.083279	-1.631878939	0.225586116	-7.23395114	4.69E-13	3.69E-11
ENSG00000217083.1	29.72260473	-1.631554537	0.563999527	-2.892829619	0.003817883	0.023018963
ENSG00000232852.1	2.983833438	-1.631337213	1.246396876	-1.308842507	0.190587705	0.377213429
ENSG00000264911.1	2.976921189	-1.630881529	1.23815369	-1.31718828	0.187775521	0.37326801
ENSG00000263577.1	3.471248619	-1.630672079	1.087616194	-1.499308384	0.133793648	0.300891776
ENSG00000232490.5	7.466815265	-1.630512288	0.803929798	-2.028177452	0.04254214	0.136271655
ENSG00000160097.14	21.16650443	-1.630295953	0.699443031	-2.330848805	0.019761334	0.078895577
ENSG00000228828.1	27.19862996	-1.629566007	0.48902265	-3.332291477	0.00086134	0.00713729
ENSG00000174255.6	42.13909158	-1.62926166	0.420563537	-3.873996478	0.000107065	0.001317657
ENSG00000207493.1	7.293439703	-1.628739082	0.951189041	-1.712319015	0.086837894	0.223525077
ENSG00000260386.4	4.262515794	-1.628483957	1.576279749	-1.033118619	0.301548391	0.505251799
ENSG00000274961.1	7.053369695	-1.627138495	0.828141712	-1.964806834	0.049436599	0.151510951
ENSG00000035664.10	381.5914661	-1.626973025	0.304270991	-5.347118442	8.94E-08	2.96E-06
ENSG00000274767.1	23.90695272	-1.626761853	0.681096116	-2.388446822	0.016919757	0.070285031
ENSG00000247081.6	3.14215695	-1.624745721	1.432189086	-1.134449171	0.256606183	0.457928288
ENSG00000229679.1	2.731984194	-1.624362685	1.304080156	-1.245600339	0.212911158	0.405942858
ENSG00000257359.1	5.586621633	-1.622608386	0.794140789	-2.043225093	0.041030161	0.132652046
ENSG00000221439.1	19.01554713	-1.621751943	0.508846657	-3.187113291	0.001437005	0.010804653
ENSG00000260635.1	23.55239949	-1.621428925	0.544066997	-2.980200844	0.002880594	0.018577327
ENSG00000272264.1	13.82253185	-1.621415467	0.828980563	-1.955914938	0.050475175	0.153786786
ENSG00000176349.10	16.34926271	-1.620957405	0.655404264	-2.473217666	0.013390256	0.059037158
ENSG00000232915.1	14.1238754	-1.620739241	0.705569782	-2.29706442	0.021615095	0.08436435
ENSG00000232973.10	47.54693396	-1.620707969	0.31178022	-5.19823859	2.01E-07	6.15E-06
ENSG00000186615.9	5.919582882	-1.62015436	0.940849619	-1.722012027	0.08506734	0.220216926
ENSG00000240723.3	30.50325052	-1.620107394	0.459852161	-3.523104884	0.000426523	0.004047908
ENSG00000249863.2	51.41568045	-1.6198782	0.354551829	-4.568805086	4.91E-06	9.62E-05
ENSG00000124813.19	817.353744	-1.619594626	0.21379727	-7.575375601	3.58E-14	3.20E-12
ENSG00000186453.11	6.850983024	-1.619500373	0.930429267	-1.740594831	0.081754624	0.21456403
ENSG00000124557.11	20.05997815	-1.619181498	1.278993308	-1.265981212	0.205519809	0.396345429
ENSG00000234272.1	13.15531613	-1.61908763	0.77231007	-2.096421753	0.036044794	0.121207651
ENSG00000227051.5	18.57949603	-1.618896977	0.737570016	-2.194906168	0.028170329	0.101883288
ENSG00000229663.1	63.9645057	-1.618248263	0.435683052	-3.714278661	0.000203784	0.002254368
ENSG00000202514.1	12.49367628	-1.617875583	0.592788801	-2.729261383	0.006347637	0.033877404
ENSG00000232354.6	108.3674722	-1.61756809	0.265770634	-6.086331162	1.16E-09	5.71E-08
ENSG00000106624.7	4.023418757	-1.617406566	1.217534472	-1.328427739	0.184036841	0.368433788
ENSG00000189152.9	8.002455717	-1.617303451	0.851303325	-1.89979694	0.057459773	0.167882528
ENSG00000236035.2	24.82841033	-1.616758903	0.42732161	-3.78347096	0.000154656	0.00179288
ENSG00000222858.1	9.14499299	-1.616575283	0.768153493	-2.104495126	0.035335279	0.119448662
ENSG00000237734.1	2.737538109	-1.616289285	1.181023627	-1.368549492	0.171140141	0.351993462
ENSG00000268439.4	7.285493646	-1.616189811	0.800854741	-2.018081093	0.043582816	0.13850105
ENSG00000248249.1	7.909209209	-1.615245798	1.15591052	-1.397379615	0.162299446	0.340649222
ENSG00000232411.1	4.759186609	-1.614514751	1.034379319	-1.560853665	0.118558282	0.277470983
ENSG00000279628.1	2.606969373	-1.614233711	1.548360363	-1.042543938	0.297159566	0.501014282
ENSG00000240490.3	10.35100309	-1.613892766	0.827914767	-1.949346515	0.051254057	0.155560099
ENSG00000225111.1	12.58939254	-1.613667137	0.721592234	-2.236259012	0.02533481	0.094495332
ENSG00000109956.11	25.39666429	-1.612534073	0.7182697	-2.24502589	0.024766471	0.092931104
ENSG00000249471.6	43.26986141	-1.611362805	0.60148344	-2.678981161	0.007384655	0.038124567
ENSG00000266712.2	2.930341127	-1.609908951	1.132659212	-1.421353338	0.155214065	0.331018499
ENSG00000279276.1	10.35895908	-1.60968346	0.795836474	-2.02263092	0.043111214	0.137370638
ENSG00000162104.8	100.6914197	-1.609411581	0.360006328	-4.470509142	7.80E-06	0.000144077
ENSG00000232022.5	3.6814766	-1.609053002	1.004674751	-1.601566079	0.109251597	0.262680285
ENSG00000231799.2	76.56842691	-1.608831313	0.28240539	-5.696886	1.22E-08	4.88E-07
ENSG00000057294.12	11.18361672	-1.608607729	0.752386048	-2.138008452	0.032516057	0.112337244
ENSG00000266509.1	2.742261821	-1.607479197	1.193237275	-1.347158047	0.177929336	0.360866693
ENSG00000167363.12	3.533577481	-1.607051306	1.298262369	-1.237847869	0.215772475	0.409520439
ENSG00000229931.1	5.029689171	-1.606235772	0.975344751	-1.646838998	0.099591143	0.246348835
ENSG00000258623.1	3.585475289	-1.60619368	1.110478429	-1.446397911	0.148065628	0.321122663
ENSG00000226137.5	40.09145128	-1.606134399	0.355770066	-4.514529334	6.35E-06	0.000120255
ENSG00000231079.6	9.219082355	-1.606087007	0.776920208	-2.067248335	0.03871076	0.127478259
ENSG00000241577.1	71.335294	-1.605844647	0.340475547	-4.716475711	2.40E-06	5.29E-05
ENSG00000173705.7	9.179622083	-1.605020454	0.793182592	-2.023519515	0.043019614	0.137210036
ENSG00000144824.18	106.4717883	-1.603442562	0.335016655	-4.786157756	1.70E-06	3.96E-05
ENSG00000179299.15	63.5878049	-1.60339553	0.364134741	-4.40330281	1.07E-05	0.00018834
ENSG00000149929.14	18.78707576	-1.603333887	0.515171579	-3.112232801	0.00185678	0.013147756
ENSG00000162746.13	12.78911223	-1.602858922	0.696648455	-2.300814581	0.021402114	0.08368463
ENSG00000223511.4	15.90816449	-1.602060459	0.733216088	-2.184977231	0.028890516	0.103742421
ENSG00000225938.1	10.42197203	-1.599531381	0.705401959	-2.267545986	0.023356893	0.089043898
ENSG00000134901.11	3.844271074	-1.599298402	1.128183467	-1.417587165	0.15631133	0.332735269
ENSG00000270390.1	9.124976798	-1.598647985	0.755433733	-2.116198835	0.0343279	0.116903904
ENSG00000258701.1	12.94716156	-1.598485018	0.683138456	-2.339913677	0.019288197	0.077542021
ENSG00000166963.11	27.252875	-1.598154775	0.417877672	-3.82445601	0.000131061	0.001565273
ENSG00000230683.1	7.452090325	-1.596460502	0.845199625	-1.888856142	0.058911108	0.17108975
ENSG00000233967.5	2.724360003	-1.595726188	1.473960995	-1.082610866	0.278981182	0.482354693
ENSG00000207650.1	23.04552153	-1.595674857	0.506059902	-3.153134347	0.001615274	0.011778009
ENSG00000264829.1	6.740398478	-1.595546903	1.251945021	-1.27445445	0.202502406	0.392697303
ENSG00000213754.2	11.83143155	-1.595328992	0.686324745	-2.324452095	0.020101276	0.07990291
ENSG00000215867.4	106.2450182	-1.595155278	0.533301724	-2.991093421	0.002779804	0.01807586
ENSG00000174564.11	8.049059369	-1.59500709	0.815272906	-1.956408802	0.050417016	0.153649081
ENSG00000249318.1	138.285687	-1.594526647	0.448914973	-3.551956921	0.000382377	0.003716696
ENSG00000266998.1	19.40062862	-1.594257829	0.497004024	-3.207736258	0.001337841	0.010227734
ENSG00000201957.1	22.22429998	-1.593819738	0.459522525	-3.468425708	0.000523517	0.004790052
ENSG00000154240.15	10.62814002	-1.593424373	0.93657769	-1.701326425	0.088881709	0.227060201
ENSG00000238198.1	6.549820551	-1.592204205	0.946087668	-1.682935165	0.092387643	0.233326287
ENSG00000199944.1	3.377267448	-1.592191052	1.100395448	-1.446926244	0.147917582	0.321007151
ENSG00000270995.1	4.480395435	-1.592064656	0.983571297	-1.618657092	0.105521064	0.256520494
ENSG00000224706.1	5.292170758	-1.59183223	1.103778067	-1.442166934	0.149255286	0.322757919
ENSG00000077782.18	45.37397492	-1.591408445	0.319944069	-4.974020769	6.56E-07	1.74E-05
ENSG00000279557.1	5.750551668	-1.591270264	0.926229462	-1.71800869	0.08579503	0.221683137
ENSG00000262312.2	12.01334907	-1.589232593	0.663416095	-2.395529148	0.016596395	0.069391663
ENSG00000278766.2	4.094040819	-1.58915443	1.096195973	-1.449699205	0.147142418	0.32017562
ENSG00000184860.8	125.5900349	-1.589147356	0.289245978	-5.494103555	3.93E-08	1.39E-06
ENSG00000237152.3	8.515194248	-1.589054551	0.936522591	-1.696760512	0.089741947	0.228494505
ENSG00000261628.1	3.157931236	-1.58874658	1.371000113	-1.158823084	0.246528306	0.447253015
ENSG00000218226.1	56.93702139	-1.588673821	0.465313432	-3.41420151	0.000639692	0.005612579
ENSG00000236550.1	7.119194716	-1.586204438	0.843092497	-1.881412114	0.05991588	0.173201451
ENSG00000258459.1	2.93268724	-1.585791932	1.098419258	-1.443703687	0.148822344	0.3222332
ENSG00000109072.12	4.937167221	-1.58526111	1.329725346	-1.192171839	0.233193873	0.430957838
ENSG00000259250.1	18.17631682	-1.584965597	0.486646612	-3.256912837	0.00112631	0.008894548
ENSG00000198885.8	73.05841681	-1.584704387	0.352776434	-4.492092536	7.05E-06	0.000132172
ENSG00000120949.13	81.85814487	-1.583663502	0.323812294	-4.890683681	1.00E-06	2.48E-05
ENSG00000238038.1	4.353313377	-1.583581548	1.491042681	-1.062063191	0.288206999	0.491889347
ENSG00000264707.1	2.900988512	-1.583369506	1.296812467	-1.2209703	0.222097265	0.417132431
ENSG00000105370.6	2.855948751	-1.581973272	1.184821412	-1.335199766	0.181810973	0.365674044
ENSG00000165138.15	40.16224015	-1.581895297	0.446533153	-3.542615562	0.00039618	0.003822643
ENSG00000171916.15	21.35955805	-1.581443821	0.507685279	-3.115008226	0.001839398	0.013067607
ENSG00000230658.1	4.618293845	-1.581024973	1.131926144	-1.3967563	0.162486868	0.340946758
ENSG00000237914.4	87.90033385	-1.581001609	0.37074627	-4.264376301	2.00E-05	0.000325949
ENSG00000249558.1	4.392731661	-1.580301505	1.187578324	-1.330692447	0.183290229	0.367643432
ENSG00000273437.1	5.32161168	-1.580220734	1.085866093	-1.455262987	0.145596469	0.318004849
ENSG00000185899.1	6.241427345	-1.579785383	0.979294269	-1.613187611	0.106703754	0.258490711
ENSG00000269482.1	3.929974652	-1.579680868	1.104329857	-1.430442958	0.152589926	0.327029483
ENSG00000119698.10	8.850965519	-1.578874291	0.769661537	-2.051387806	0.040229196	0.130806959
ENSG00000237641.1	12.54618507	-1.577925871	0.747633503	-2.110560675	0.034810091	0.118161916
ENSG00000211851.1	12.14111968	-1.577683974	0.635713891	-2.481751612	0.013073837	0.058019333
ENSG00000228106.4	15.43068749	-1.57684157	0.511588503	-3.082245906	0.00205445	0.014257862
ENSG00000235111.1	231.52467	-1.576755033	0.382005483	-4.127571734	3.67E-05	0.000544228
ENSG00000142082.13	40.39426128	-1.57636579	0.509034398	-3.096776556	0.001956373	0.013689413
ENSG00000106976.17	2.888307813	-1.576334005	1.293187166	-1.218952714	0.22286214	0.418188441
ENSG00000229427.1	6.360699284	-1.576043713	0.938065653	-1.680099583	0.092937942	0.234241951
ENSG00000163885.10	13.1943022	-1.575762085	0.55904903	-2.81864738	0.004822647	0.02739889
ENSG00000233432.2	9.325318513	-1.575056735	0.803050844	-1.961341236	0.04983923	0.152436928
ENSG00000278638.1	8.683336788	-1.574480402	0.850919283	-1.850328736	0.064266183	0.181765499
ENSG00000167074.13	33.09965987	-1.574469009	0.420623827	-3.743175984	0.000181709	0.002054255
ENSG00000207355.1	2.872820152	-1.573529204	1.150958381	-1.367146918	0.17157926	0.352428376
ENSG00000268516.2	82.77729259	-1.573472033	0.360193979	-4.368401823	1.25E-05	0.000216422
ENSG00000126351.11	276.3075342	-1.573321302	0.244864037	-6.425285328	1.32E-10	7.52E-09
