id	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ENSG00000213872.3	5.37630453	-2.357186756	0.893487525	-2.638186534	0.008335072	0.041705972
ENSG00000137098.12	13.19492896	-2.354465279	0.717442545	-3.2817475	0.001031659	0.008285078
ENSG00000211731.1	3.317607981	-2.354437673	1.145119852	-2.056062227	0.039776519	0.129887318
ENSG00000092096.13	14.0782613	-2.352350127	0.67544223	-3.482681451	0.000496419	0.004588147
ENSG00000104722.12	3.23676438	-2.351199642	1.389577761	-1.692024519	0.090641299	0.230018547
ENSG00000260969.1	3.175999766	-2.349908315	1.4930019	-1.573948643	0.115499323	0.272886431
ENSG00000237359.1	10.84450342	-2.349591241	0.843586844	-2.785239313	0.005348823	0.029689662
ENSG00000196436.8	17.83284614	-2.348686727	0.9690151	-2.423787542	0.015359588	0.065514531
ENSG00000256442.1	23.09310046	-2.343997143	0.682179557	-3.436041317	0.000590281	0.005252924
ENSG00000252481.1	2.882783709	-2.339199419	1.203545439	-1.943590448	0.051944859	0.157053535
ENSG00000188626.6	4.33018065	-2.338554192	1.269105429	-1.842679213	0.065375861	0.183894819
ENSG00000255319.4	4.014207937	-2.337349737	1.454785666	-1.606662612	0.1081284	0.26077314
ENSG00000255776.1	59.21064364	-2.335479879	0.493346572	-4.733953795	2.20E-06	4.92E-05
ENSG00000241991.1	2.859660166	-2.332744579	1.272296962	-1.833490646	0.066729638	0.186419931
ENSG00000279802.1	11.42696839	-2.330366453	0.97426044	-2.391933776	0.016759866	0.069865684
ENSG00000219470.1	5.226291325	-2.32788597	0.925596148	-2.515012594	0.011902813	0.05424452
ENSG00000280401.1	10.30256948	-2.327425816	0.754827406	-3.083388068	0.002046581	0.014215732
ENSG00000214290.6	4.99779864	-2.327418822	1.162428338	-2.002204133	0.045262781	0.142031073
ENSG00000131941.6	4.753157076	-2.326931064	0.956175061	-2.433582677	0.014950221	0.064300596
ENSG00000234871.1	6.149622291	-2.325400884	0.936683585	-2.482589554	0.013043128	0.057959406
ENSG00000252146.1	2.999436926	-2.323890753	1.134877076	-2.047702611	0.040589148	0.131544351
ENSG00000269892.1	11.70073907	-2.323247537	0.710034031	-3.2720228	0.00106781	0.008511958
ENSG00000205809.8	25.58513043	-2.320658512	0.696102482	-3.33378859	0.000856717	0.007108848
ENSG00000244560.5	6.265143013	-2.319623844	0.931840878	-2.489291785	0.012799787	0.05717817
ENSG00000255571.5	18.3463034	-2.319458084	0.565252183	-4.103404029	4.07E-05	0.000594669
ENSG00000179397.16	11.92510499	-2.318565252	0.731909183	-3.167831894	0.001535803	0.011342455
ENSG00000255970.1	7.508434367	-2.317673601	0.886254014	-2.615134672	0.008919228	0.043878012
ENSG00000261794.1	3.575293189	-2.316683498	1.112350561	-2.082691895	0.037279317	0.1239872
ENSG00000156510.12	6.260326958	-2.314955322	1.030009739	-2.247508188	0.024607568	0.092451919
ENSG00000223280.1	5.912966336	-2.314443369	1.247972454	-1.854562864	0.063658675	0.180456321
ENSG00000251111.2	2.674331768	-2.312137545	1.448090064	-1.596680761	0.110336886	0.264351346
ENSG00000259196.1	2.788553637	-2.310101859	1.35911095	-1.699715434	0.089184465	0.2275394
ENSG00000197980.10	6.697923152	-2.308737668	0.858446401	-2.68943718	0.007157262	0.037201755
ENSG00000279106.1	16.39678644	-2.308034774	0.662861048	-3.481928501	0.000497817	0.004595692
ENSG00000124875.8	9.046952504	-2.306678578	1.285133794	-1.794893722	0.072670634	0.197500236
ENSG00000225739.1	6.432915666	-2.306185866	0.88421699	-2.60816733	0.009102844	0.044522619
ENSG00000279693.1	10.90893435	-2.30532015	0.806047412	-2.860030461	0.004236003	0.024832574
ENSG00000187546.12	9.603791312	-2.302922247	0.812845956	-2.833159507	0.004609038	0.02650169
ENSG00000080493.12	46.79050898	-2.301161824	0.382005553	-6.023896261	1.70E-09	8.27E-08
ENSG00000259075.5	9.896529052	-2.299335173	0.862030127	-2.66734897	0.007645224	0.039106798
ENSG00000264924.1	4.304921956	-2.297910817	1.312147755	-1.751259191	0.079901274	0.21098234
ENSG00000260988.1	7.141749264	-2.297313736	0.871275708	-2.63672419	0.008371086	0.041841313
ENSG00000242265.4	15.31211771	-2.295668301	0.615649746	-3.728854457	0.000192352	0.002154249
ENSG00000280232.1	13.47647947	-2.295450636	0.735948197	-3.119038332	0.001814424	0.012925042
ENSG00000255847.4	3.206636331	-2.290768341	1.16629414	-1.964142888	0.049513524	0.151655957
ENSG00000263982.1	5.735658668	-2.28915767	1.020764349	-2.242591712	0.024923155	0.093430304
ENSG00000159723.4	3.662250984	-2.287138929	1.048090017	-2.182197035	0.029094994	0.104287122
ENSG00000234084.1	9.152932669	-2.285057918	0.810620333	-2.818900321	0.004818848	0.027398062
ENSG00000258768.2	42.49235227	-2.28312213	0.439976014	-5.189196813	2.11E-07	6.44E-06
ENSG00000172382.8	5.808029572	-2.280821975	0.867774087	-2.628359163	0.008579787	0.042552515
ENSG00000279281.1	14.1791458	-2.280635223	0.678576654	-3.360910238	0.000776861	0.006577513
ENSG00000269662.1	3.127305664	-2.277135798	1.187832087	-1.917051932	0.055231334	0.163834991
ENSG00000221265.1	8.774107147	-2.276448796	0.732467844	-3.107916358	0.001884114	0.013298836
ENSG00000177112.6	123.850792	-2.276391825	0.354110093	-6.428486147	1.29E-10	7.40E-09
ENSG00000254726.2	2.724267549	-2.275952286	1.630988235	-1.395443718	0.162882076	0.341329254
ENSG00000252050.1	3.658348746	-2.274134556	1.279870328	-1.776847628	0.075593313	0.202954777
ENSG00000198353.7	4.186701208	-2.272088203	1.100349204	-2.064879218	0.03893443	0.127967576
ENSG00000232268.5	6.497550575	-2.271325415	0.935383475	-2.428229145	0.015172754	0.064939604
ENSG00000258869.1	59.36009831	-2.270463937	0.515960281	-4.400462636	1.08E-05	0.00019046
ENSG00000170967.4	5.8935943	-2.268816096	1.170116554	-1.938965899	0.052505491	0.158203821
ENSG00000186471.11	5.004753756	-2.265844242	1.165235596	-1.94453744	0.051830675	0.156861985
ENSG00000232568.2	3.042496089	-2.265515386	1.210428728	-1.871663597	0.061253159	0.175759942
ENSG00000237082.1	8.387298465	-2.264888582	0.823756511	-2.749463648	0.005969288	0.032331259
ENSG00000256250.1	9.348664531	-2.264626312	0.893824372	-2.53363679	0.011288567	0.052177434
ENSG00000256150.1	2.665940347	-2.261693376	1.766990606	-1.2799691	0.200556003	0.390359702
ENSG00000233416.1	8.76305331	-2.261127398	0.767929601	-2.944446205	0.003235332	0.020258852
ENSG00000267882.2	4.869451673	-2.260519166	1.221960846	-1.849911291	0.064326336	0.181827167
ENSG00000244661.1	3.675715635	-2.259324414	1.359248147	-1.662186863	0.096475313	0.240903755
ENSG00000278431.1	2.875486944	-2.257818948	1.478798698	-1.526792627	0.126812586	0.290664794
ENSG00000214626.2	4.096736465	-2.257049145	1.137404252	-1.984386062	0.047212819	0.146386907
ENSG00000199672.1	4.464471514	-2.255778805	1.094137573	-2.061695769	0.03923671	0.128650337
ENSG00000200985.1	6.478969518	-2.255039183	0.863667545	-2.611003732	0.009027691	0.044304891
ENSG00000260723.1	4.482430021	-2.252830489	1.105800387	-2.037284952	0.041621495	0.134038614
ENSG00000183423.10	4.789038712	-2.25255643	1.232789122	-1.827203364	0.067669198	0.188157833
ENSG00000180878.2	7.655846021	-2.252172996	0.97015501	-2.321456852	0.0202622	0.080394306
ENSG00000232398.1	13.83112218	-2.250545172	0.780436342	-2.883701144	0.003930316	0.023517413
ENSG00000271778.1	3.29755834	-2.250163466	1.309851881	-1.717876272	0.085819186	0.221721386
ENSG00000202412.1	6.95256824	-2.249740019	0.819258699	-2.746067903	0.006031428	0.032578505
ENSG00000162407.8	6.670828572	-2.24882556	1.067839042	-2.105959298	0.035207888	0.11910294
ENSG00000256720.1	14.80175199	-2.24684739	0.641011087	-3.505161511	0.00045633	0.004269228
ENSG00000175874.8	6.160492513	-2.246374654	0.964738603	-2.328480117	0.019886624	0.079222348
ENSG00000109906.12	54.37617228	-2.246246471	0.473788856	-4.741028504	2.13E-06	4.78E-05
ENSG00000168229.3	154.2500521	-2.246212147	0.376896257	-5.959762411	2.53E-09	1.18E-07
ENSG00000225720.5	8.265214875	-2.245886119	0.8787441	-2.555790836	0.010594678	0.049884416
ENSG00000213152.5	5.708164626	-2.245296128	1.037523625	-2.164091566	0.030457323	0.107336368
ENSG00000232979.1	18.96078289	-2.244110502	0.636331433	-3.526637829	0.000420872	0.004012291
ENSG00000269534.4	6.361760254	-2.243487871	0.86359698	-2.597841266	0.009381185	0.045555049
ENSG00000251579.1	2.639114819	-2.24241145	1.326375405	-1.690631054	0.09090729	0.230570142
ENSG00000229740.1	3.090127463	-2.241387825	1.233811655	-1.816636936	0.069272724	0.191070211
ENSG00000219881.1	7.299843286	-2.24082536	0.842426238	-2.659966248	0.007814848	0.039749624
ENSG00000241640.2	3.254885726	-2.240317827	1.250218329	-1.791941276	0.073142373	0.198328519
ENSG00000255052.4	3.012600559	-2.239309743	1.199599179	-1.866714968	0.061941402	0.17689975
ENSG00000236790.4	65.44953471	-2.237896503	0.399595083	-5.600410518	2.14E-08	8.03E-07
ENSG00000234166.1	3.573298272	-2.237260458	1.244802398	-1.79728161	0.072290924	0.196898086
ENSG00000245468.3	4.970255642	-2.236882085	0.998415674	-2.24043166	0.025062913	0.093746683
ENSG00000238508.1	8.705803815	-2.233448227	0.802786748	-2.782118952	0.005400524	0.029913853
ENSG00000273294.1	2.605716845	-2.233185338	1.209083915	-1.847006077	0.06474626	0.182600473
ENSG00000235558.3	3.932239965	-2.231916937	1.202895439	-1.85545382	0.063531448	0.180181844
ENSG00000279107.1	3.705015061	-2.230503393	1.648475253	-1.353070596	0.176033078	0.358492929
ENSG00000211805.1	11.20589076	-2.228722559	0.859578933	-2.592807329	0.009519608	0.046113886
ENSG00000166165.11	5.871473831	-2.225398904	1.154151376	-1.928169	0.053834109	0.160979467
ENSG00000260316.2	4.92771673	-2.223862429	1.434660224	-1.550096944	0.12111825	0.281560143
ENSG00000255920.1	3.5217386	-2.222245216	1.248657526	-1.779707542	0.075123835	0.201991694
ENSG00000034239.9	3.458253382	-2.221122343	1.376397264	-1.613721853	0.106587772	0.258345395
ENSG00000102098.16	7.455098622	-2.221061415	0.825768751	-2.689689351	0.007151856	0.03718181
ENSG00000274598.1	3.745996659	-2.21977988	1.735323429	-1.279173578	0.200835938	0.390680035
ENSG00000178075.18	98.91491257	-2.217886639	0.308510256	-7.189020773	6.53E-13	5.01E-11
ENSG00000231861.2	5.451199953	-2.217071434	0.901239484	-2.460024747	0.013892744	0.060777869
ENSG00000259224.2	5.667994003	-2.216335116	1.085747383	-2.041299063	0.04122111	0.133101179
ENSG00000084710.12	15.74523859	-2.216138143	0.960517356	-2.307233835	0.021041788	0.082716685
ENSG00000145888.9	4.290906713	-2.214949584	1.119101283	-1.979221736	0.047791047	0.147677574
ENSG00000260947.1	7.013122411	-2.213028038	1.149724712	-1.924832975	0.054250257	0.161897136
ENSG00000236432.6	6.730623851	-2.211013794	0.822884532	-2.686906496	0.007211714	0.03741915
ENSG00000264677.1	2.952255958	-2.210162601	1.145579726	-1.92929619	0.053694102	0.160682414
ENSG00000271410.1	4.538807202	-2.209977997	1.071158243	-2.06316668	0.039096795	0.128357251
ENSG00000273102.1	2.707973429	-2.208157492	1.260903808	-1.75124976	0.079902897	0.21098234
ENSG00000176857.5	7.035934583	-2.207538657	0.927924747	-2.379006126	0.017359387	0.071609361
ENSG00000234332.1	61.03503386	-2.206438473	0.392653189	-5.619306131	1.92E-08	7.26E-07
ENSG00000211513.4	2.89792104	-2.206352187	1.552201133	-1.421434465	0.155190493	0.331018499
ENSG00000264196.1	6.570194152	-2.206187047	0.993827905	-2.21988841	0.026426343	0.097432243
ENSG00000267766.1	11.25372961	-2.20578161	0.846519934	-2.605705455	0.009168527	0.044797664
ENSG00000271161.1	4.755326579	-2.204926812	1.106884281	-1.992012038	0.046369737	0.144490977
ENSG00000121743.3	4.722550616	-2.203614886	1.039929978	-2.119003138	0.034090202	0.116355964
ENSG00000226056.1	6.449185167	-2.203600586	1.35506849	-1.626191298	0.103908967	0.253903306
ENSG00000202382.1	3.929667325	-2.203338647	1.373353688	-1.604349023	0.108637141	0.261574314
ENSG00000200304.1	2.916284047	-2.202503675	1.297833622	-1.697061655	0.089685005	0.228423121
ENSG00000260884.1	17.3829344	-2.200592776	0.612875104	-3.59060559	0.000329911	0.003297297
ENSG00000174945.12	19.42487951	-2.199713087	0.639674209	-3.438802218	0.000584294	0.005205508
ENSG00000125841.11	4.365010438	-2.1996277	1.249408201	-1.760535667	0.078317026	0.208122601
ENSG00000199260.1	3.188555452	-2.197915684	1.449726255	-1.516090143	0.12949656	0.294595045
ENSG00000213077.5	10.26078763	-2.197780343	0.86122974	-2.551909487	0.010713435	0.050224124
ENSG00000152931.7	9.618763314	-2.195151195	0.773258149	-2.838833575	0.004527877	0.026111012
ENSG00000263477.1	5.880814827	-2.195092793	1.022128813	-2.147569626	0.031747961	0.11045555
ENSG00000244490.1	24.97661552	-2.194471018	0.645559428	-3.399332302	0.000675506	0.005860514
ENSG00000196993.7	7.176865896	-2.19241724	0.834041173	-2.628667877	0.008572003	0.042540608
ENSG00000240905.3	12.80751704	-2.192080625	0.749245152	-2.925718796	0.003436614	0.021222145
ENSG00000280420.1	7.35039722	-2.191898956	1.039217566	-2.109181973	0.034928877	0.118463361
ENSG00000172460.13	10.76323208	-2.191549299	0.985395364	-2.224030455	0.026146395	0.096731054
ENSG00000162398.10	8.114938062	-2.190973895	0.961071552	-2.279719851	0.022624309	0.087098814
ENSG00000127364.3	25.52330753	-2.190062934	0.475419036	-4.606594953	4.09E-06	8.27E-05
ENSG00000233327.9	12.9514604	-2.189303215	0.797688779	-2.744558119	0.006059242	0.032721289
ENSG00000187268.10	3.250541331	-2.188694268	1.115854818	-1.961450748	0.049826465	0.152417549
ENSG00000253961.1	8.286560701	-2.188505257	0.756037936	-2.894702967	0.003795175	0.022899518
ENSG00000233603.1	3.19666786	-2.188427116	1.544432558	-1.416978103	0.15648933	0.332815335
ENSG00000258301.3	27.12921546	-2.188011377	0.527220179	-4.150090353	3.32E-05	0.000500246
ENSG00000261030.1	3.695205336	-2.187260452	1.340965821	-1.631108279	0.102867474	0.252268461
ENSG00000173124.13	3.713706115	-2.183818814	1.217291004	-1.793998975	0.072813332	0.197730318
ENSG00000268636.1	23.63475707	-2.183727377	0.662988862	-3.293761785	0.000988562	0.007990402
ENSG00000163995.17	7.457867304	-2.180315189	0.932291337	-2.338662929	0.019352885	0.077657219
ENSG00000231703.2	11.20536282	-2.180014769	0.734569355	-2.967745325	0.002999928	0.01916076
ENSG00000180767.8	2.791255573	-2.178961306	1.354014011	-1.609260531	0.107559386	0.259842233
ENSG00000264339.1	3.160518361	-2.176877481	1.270561097	-1.713319797	0.086653722	0.223244925
ENSG00000223373.1	3.695453816	-2.175852099	1.257512462	-1.730282733	0.083579773	0.217462924
ENSG00000166145.13	66.80037141	-2.17551767	0.543378248	-4.003689283	6.24E-05	0.00084433
ENSG00000259429.4	8.241869884	-2.175110896	0.952442078	-2.283719866	0.022388	0.086427668
ENSG00000258234.1	3.679706431	-2.175077219	1.262556992	-1.722755671	0.084932718	0.219910436
ENSG00000169075.7	33.51800028	-2.173452583	0.475243314	-4.573346998	4.80E-06	9.44E-05
ENSG00000100678.17	5.202292571	-2.173037737	1.217386581	-1.78500221	0.074260958	0.200412661
ENSG00000161513.10	9.299090981	-2.172999427	0.779299415	-2.788401204	0.00529689	0.029456574
ENSG00000086696.9	8.535932804	-2.172642114	0.987769078	-2.199544572	0.027839223	0.100953554
ENSG00000274421.1	8.623819449	-2.171758287	0.952498049	-2.280065864	0.022603782	0.087033924
ENSG00000279092.1	6.367972912	-2.171120071	0.832100038	-2.609205592	0.00907527	0.044441414
ENSG00000279691.1	4.317540443	-2.169763869	1.17482935	-1.846875778	0.064765146	0.182621691
ENSG00000213373.6	4.653618199	-2.168726398	1.159625666	-1.870195238	0.061456711	0.176024434
ENSG00000279149.1	75.71496367	-2.168385569	0.41451149	-5.231183259	1.68E-07	5.26E-06
ENSG00000274237.1	2.595206941	-2.168168675	1.302913289	-1.664092839	0.096093878	0.240289365
ENSG00000171101.12	27.83902477	-2.168153072	0.704925012	-3.075721579	0.002099938	0.014505605
ENSG00000280237.1	31.38977929	-2.167121102	0.643958799	-3.365310182	0.000764577	0.006492054
ENSG00000188483.7	10.08974672	-2.166650631	0.784112843	-2.763187278	0.005723991	0.031323261
ENSG00000271164.1	6.242272742	-2.165645733	0.888459261	-2.437529584	0.014788004	0.063729615
ENSG00000223704.1	81.71376974	-2.164128884	0.393906318	-5.494019222	3.93E-08	1.39E-06
ENSG00000197549.8	8.395239502	-2.163105523	0.983129763	-2.20022382	0.027791019	0.1008637
ENSG00000226180.3	19.23414737	-2.161005708	0.465062369	-4.646700861	3.37E-06	7.07E-05
ENSG00000163646.9	11.72493943	-2.160689092	0.836018928	-2.584497814	0.009752092	0.046924509
ENSG00000241400.1	3.459286493	-2.159914159	1.286495189	-1.678913515	0.0931689	0.2346993
ENSG00000225442.2	20.73612732	-2.159166123	0.705970107	-3.058438455	0.002224938	0.015165785
ENSG00000101470.8	5.653665621	-2.157939429	1.280268479	-1.68553664	0.091885082	0.232344082
ENSG00000215196.4	8.899215228	-2.156562919	0.844725238	-2.552975597	0.010680698	0.050120211
ENSG00000183662.9	17.61251752	-2.156450262	0.642517679	-3.356250473	0.00079007	0.006665546
ENSG00000246090.5	25.38129377	-2.154886435	0.59067369	-3.648184221	0.0002641	0.002777739
ENSG00000165694.8	5.753320308	-2.154541831	1.035407368	-2.080863917	0.037446364	0.124403159
ENSG00000244556.1	20.66712787	-2.154083586	0.605456307	-3.557785358	0.000373995	0.003654696
ENSG00000234557.2	2.559539656	-2.153763932	1.239255895	-1.737949314	0.082219745	0.215336933
ENSG00000215032.2	2.976792724	-2.153525249	1.300367626	-1.656089559	0.097703684	0.242945973
ENSG00000260978.1	5.866183609	-2.152074885	1.094280886	-1.966656745	0.049222797	0.151058232
ENSG00000239453.1	18.20483969	-2.151705889	0.554627311	-3.879552711	0.000104649	0.001296755
ENSG00000252719.1	3.930384051	-2.151672224	1.339856502	-1.605897513	0.10829643	0.261020344
ENSG00000196169.13	4.000632084	-2.15143504	1.296953383	-1.658837602	0.097148521	0.241846056
ENSG00000250222.1	9.219601693	-2.151343508	0.706707207	-3.044179382	0.00233316	0.01574501
ENSG00000071909.17	10.59540008	-2.150510007	0.81498239	-2.638719602	0.008321978	0.041666132
ENSG00000184497.11	8.272733753	-2.14957717	0.883704922	-2.432460335	0.014996634	0.064430084
ENSG00000243227.3	7.705752175	-2.149538068	0.749253197	-2.868907436	0.004118923	0.024308517
ENSG00000052344.14	13.95959734	-2.149378258	0.597733937	-3.595877906	0.000323299	0.003248861
ENSG00000236549.1	10.11661752	-2.14917571	0.785983182	-2.734378748	0.006249811	0.03348345
ENSG00000266696.1	8.513109547	-2.148623893	0.852911878	-2.519162823	0.011763425	0.053826579
ENSG00000136859.8	10.49576361	-2.147748711	0.826114259	-2.59982041	0.009327256	0.045377953
ENSG00000236946.2	9.425771478	-2.147664022	0.774291449	-2.773715277	0.005542016	0.030502049
ENSG00000258648.1	2.548338105	-2.146188632	1.376522811	-1.559137717	0.118963788	0.278215895
ENSG00000241230.3	8.596302988	-2.144474352	1.086912048	-1.97299713	0.048495889	0.149465945
ENSG00000228835.1	18.05588609	-2.144390838	0.935833594	-2.291423231	0.021938947	0.085275745
ENSG00000090661.10	25.7586433	-2.143325111	0.463894098	-4.620289674	3.83E-06	7.84E-05
ENSG00000272663.1	4.899432586	-2.143079213	1.323535864	-1.619207512	0.105402622	0.256389783
ENSG00000265261.1	9.389434622	-2.142776608	0.853931506	-2.509307354	0.012096818	0.054930265
ENSG00000261586.2	11.30829278	-2.142701057	0.702976681	-3.04804002	0.002303392	0.015579608
ENSG00000261766.1	3.876291741	-2.141135204	1.391561381	-1.538656672	0.123888135	0.285629777
ENSG00000197702.10	9.476183977	-2.141131975	0.953693778	-2.245093785	0.024762112	0.09292946
ENSG00000243587.6	3.018669342	-2.140468766	1.264404502	-1.692867086	0.09048077	0.229807971
ENSG00000227072.1	3.641364557	-2.138555037	1.276027606	-1.675947312	0.093748513	0.235808595
ENSG00000135643.4	8.427439317	-2.138031249	0.867996717	-2.46317896	0.013771116	0.060424181
ENSG00000245281.5	3.672168887	-2.138009943	1.149392112	-1.860122339	0.062868219	0.178810044
ENSG00000073712.12	3.971141141	-2.137656923	1.142907241	-1.870367818	0.061432758	0.175977089
ENSG00000238645.1	4.833991485	-2.137518356	1.112332513	-1.921654119	0.054649294	0.162739708
ENSG00000275675.1	3.700408682	-2.136256636	1.149055554	-1.8591413	0.063007113	0.1790804
ENSG00000211695.2	8.729595547	-2.135325766	1.026967975	-2.079252535	0.037594145	0.124701889
ENSG00000254319.4	6.085890802	-2.135245712	0.86774374	-2.460686968	0.01386713	0.060710627
ENSG00000233411.1	11.77297014	-2.133440039	0.650207305	-3.281168978	0.001033778	0.00829647
ENSG00000225557.1	6.673689457	-2.132681078	0.891067244	-2.393400826	0.016692994	0.069705095
ENSG00000271461.1	45.13595786	-2.132672371	0.492548334	-4.329874293	1.49E-05	0.000253454
ENSG00000271806.1	2.622286989	-2.132640488	1.2943581	-1.647643328	0.099425884	0.246068423
ENSG00000252269.1	6.11045197	-2.132628065	0.926360953	-2.302156688	0.021326338	0.0835261
ENSG00000233056.2	14.14511834	-2.131552526	0.756391592	-2.81805423	0.004831565	0.027435188
ENSG00000163520.12	4.190825661	-2.131430301	1.20844813	-1.763774753	0.07776991	0.207138688
ENSG00000233008.4	15.78733145	-2.131273132	0.630845068	-3.378441461	0.00072898	0.006225874
ENSG00000267801.1	4.228549123	-2.129519548	1.344785349	-1.583538629	0.113298749	0.269270521
ENSG00000258545.4	15.24202266	-2.128767956	0.733114345	-2.90373251	0.003687431	0.02238615
ENSG00000232070.7	5.105325929	-2.126470858	1.034129985	-2.056289722	0.039754598	0.129833622
ENSG00000252917.1	3.839634958	-2.124230661	1.195208708	-1.777288475	0.075520789	0.202805997
ENSG00000259083.1	2.842215202	-2.124058944	1.242660484	-1.709283406	0.087398466	0.224508304
ENSG00000232712.5	24.91776724	-2.121938082	0.494232006	-4.293404831	1.76E-05	0.000292931
ENSG00000248367.1	3.533537108	-2.121186979	1.187946556	-1.785591253	0.074165464	0.2002552
ENSG00000139547.7	5.137271239	-2.120954026	1.337694132	-1.585529887	0.112845992	0.268575031
ENSG00000259120.2	4.438324875	-2.11964333	1.198246976	-1.768953623	0.076901614	0.205453291
ENSG00000252949.1	4.779231161	-2.119316433	1.163944312	-1.820805696	0.068636398	0.189800897
ENSG00000260645.1	7.474016135	-2.117650389	0.827691391	-2.558502374	0.01051241	0.04960266
ENSG00000226705.1	7.273882374	-2.116145136	0.836835082	-2.528748115	0.011447015	0.052714525
ENSG00000236003.1	9.470211898	-2.115950403	0.744263436	-2.843012704	0.004468929	0.02585914
ENSG00000007264.12	55.9595723	-2.114809307	0.415302755	-5.092211118	3.54E-07	1.02E-05
ENSG00000130653.14	6.42847884	-2.11370727	0.827330316	-2.554852917	0.010623268	0.049929779
ENSG00000074590.12	15.32508524	-2.113426072	1.012794433	-2.086727577	0.036912767	0.123130852
ENSG00000228157.4	7.726998116	-2.113315229	0.806349716	-2.620842032	0.008771289	0.043275954
ENSG00000248758.1	7.791187194	-2.113261845	0.867653268	-2.435606391	0.014866852	0.064023335
ENSG00000178217.12	3.862042856	-2.112201567	1.318089827	-1.602471641	0.109051354	0.262278629
ENSG00000280122.1	8.995601245	-2.108120069	1.155243674	-1.824827191	0.068027111	0.188820832
ENSG00000187762.5	3.554230935	-2.105908978	1.357624617	-1.551171768	0.120860526	0.281236797
ENSG00000211956.2	16.50401199	-2.102552842	0.555363629	-3.785903022	0.000153151	0.001777171
ENSG00000111536.4	32.00901036	-2.102511202	0.754331454	-2.787251137	0.005315727	0.029526694
ENSG00000177694.13	9.108454539	-2.1019221	0.85790902	-2.450052454	0.01428354	0.062135325
ENSG00000142303.12	31.93786399	-2.1018931	0.541815582	-3.879351513	0.000104735	0.001296755
ENSG00000185567.6	16.60615444	-2.101535068	0.740076516	-2.839618639	0.00451675	0.026072214
ENSG00000261102.2	6.238146168	-2.101183893	1.147579671	-1.83096995	0.067105028	0.187189268
ENSG00000273196.1	3.142046648	-2.101031828	1.31443524	-1.598429321	0.109947463	0.263871686
ENSG00000256937.1	38.1094326	-2.099484674	0.453340366	-4.631144352	3.64E-06	7.58E-05
ENSG00000248724.5	3.677002401	-2.099308463	1.092309643	-1.921898683	0.054618508	0.162688901
ENSG00000105808.16	2.739020006	-2.096913984	1.426132309	-1.470350241	0.141466921	0.311861287
ENSG00000140285.8	3.549945826	-2.096037586	1.058152395	-1.98084661	0.047608478	0.147343889
ENSG00000170743.15	3.548144136	-2.092910041	1.134755387	-1.8443711	0.065129076	0.183331157
ENSG00000261533.2	4.123574183	-2.091283178	1.096404148	-1.907401739	0.056468584	0.166030104
ENSG00000258260.1	8.527484181	-2.088424971	0.752946427	-2.773670074	0.005542786	0.030502049
ENSG00000271100.1	5.862658376	-2.087892176	1.07717046	-1.938311766	0.052585198	0.158343361
ENSG00000139714.11	15.37676348	-2.086315772	0.617541166	-3.378423801	0.000729026	0.006225874
ENSG00000184058.11	8.891579536	-2.085344049	0.675340938	-3.087838945	0.002016177	0.014041572
ENSG00000213997.3	3.804638792	-2.083696439	1.306775114	-1.594533303	0.110816638	0.26517917
ENSG00000270405.1	3.57695035	-2.083041077	1.143244307	-1.822043691	0.068448357	0.189457699
ENSG00000227056.2	3.221753341	-2.082717174	1.184899189	-1.757716769	0.078795713	0.209043193
ENSG00000268050.2	2.862368025	-2.081881594	1.1997006	-1.735334295	0.082681611	0.215987354
ENSG00000237836.4	34.17938469	-2.080773746	0.461176747	-4.51187914	6.43E-06	0.000121528
ENSG00000161149.10	5.197302502	-2.079567661	0.996757456	-2.086332686	0.036948498	0.123198036
ENSG00000185674.8	11.53502215	-2.078019345	0.668449502	-3.108715526	0.001879025	0.013273556
ENSG00000100565.14	3.942934195	-2.069090635	1.083203022	-1.910159586	0.056112669	0.165270598
ENSG00000237328.1	15.43610059	-2.068491845	0.853338717	-2.423998588	0.015350665	0.06549382
ENSG00000230587.1	7.409368166	-2.060921773	0.842432826	-2.446393006	0.014429362	0.062582671
ENSG00000236732.1	7.523974668	-2.060714114	0.764760739	-2.694586696	0.007047599	0.036744541
ENSG00000187474.4	23.5692319	-2.057273616	0.66072978	-3.113638403	0.001847958	0.01310878
ENSG00000175097.6	6.950318889	-2.056673643	1.251260103	-1.643681948	0.100241917	0.247519542
ENSG00000233746.1	4.4561216	-2.056609615	1.08230435	-1.900213756	0.057405074	0.167805436
ENSG00000123570.3	7.232750819	-2.05644431	0.802691099	-2.561937355	0.010409009	0.049235112
ENSG00000227714.1	6.169232943	-2.055835252	1.143937333	-1.797157232	0.072310662	0.196918174
ENSG00000263931.1	6.316722997	-2.055502133	0.817039421	-2.515793094	0.011876488	0.054176622
ENSG00000212993.4	43.03571105	-2.05536681	0.499836546	-4.112077894	3.92E-05	0.000577382
ENSG00000112414.13	3.089360456	-2.055360533	1.393105605	-1.475380276	0.140110335	0.309937082
ENSG00000279801.1	13.15186784	-2.052915482	0.656943126	-3.124951615	0.001778343	0.012713866
ENSG00000281912.1	6.096143179	-2.05272567	0.985550832	-2.082820697	0.03726757	0.123965524
ENSG00000232228.1	3.385360837	-2.052034353	1.558792117	-1.316425924	0.188031126	0.37348357
ENSG00000271743.1	5.519157222	-2.051581288	1.151877181	-1.781076421	0.074899967	0.201570007
