id	group_1_sample_10_SRR988501_PE	group_1_sample_11_SRR988500_PE	group_1_sample_12_SRR988499_PE	group_1_sample_1_SRR988510_PE	group_1_sample_2_SRR988509_PE	group_1_sample_3_SRR988508_PE	group_1_sample_4_SRR988507_PE	group_1_sample_5_SRR988506_PE	group_1_sample_6_SRR988505_PE	group_1_sample_7_SRR988504_PE	group_1_sample_8_SRR988503_PE	group_1_sample_9_SRR988502_PE
ENSG00000009790.13	7621.83	950.93	6464.88	4222.24	4393.13	1619.74	5755.11	3026.02	3641.85	1044.21	6127.58	1260.42
ENSG00000009830.10	120.00	5.00	19.71	27.00	36.00	11.00	28.00	13.00	24.00	5.00	35.00	21.00
ENSG00000009844.14	865.48	444.00	1102.18	881.98	554.12	435.04	844.16	826.97	465.02	357.00	869.58	541.00
ENSG00000009950.14	48.37	1.19	30.35	26.82	37.78	10.37	28.59	11.25	33.07	1.03	42.92	6.92
ENSG00000009954.9	1896.00	205.00	1948.00	1507.00	1670.00	372.00	1573.00	654.00	897.00	295.00	1467.00	373.00
ENSG00000010017.12	1038.75	343.89	1136.96	1136.37	791.21	344.00	980.18	1112.95	640.00	262.00	1070.47	416.42
ENSG00000010030.12	72.00	335.00	23.00	17.00	59.00	411.00	40.00	896.00	16.00	70.00	22.00	461.00
ENSG00000010072.14	469.89	135.33	442.36	563.30	288.64	226.54	476.67	284.79	406.49	103.22	505.38	187.70
ENSG00000010165.18	151.00	31.00	132.00	105.00	289.00	63.00	189.00	70.00	87.00	25.00	172.00	54.00
ENSG00000010219.12	362.97	29.00	250.00	136.00	68.00	64.00	231.00	84.00	72.00	41.00	319.00	43.00
ENSG00000010244.15	9351.18	2346.06	8690.47	8110.84	6481.36	3447.97	7750.31	5442.51	5616.55	2229.52	9284.24	3069.51
ENSG00000010256.9	294.00	93.00	251.00	292.00	232.00	108.00	346.00	199.00	136.00	64.00	299.00	118.00
ENSG00000010270.12	354.00	195.00	311.00	261.00	222.00	118.00	345.00	525.00	177.00	103.00	279.00	293.00
ENSG00000010278.10	149.00	89.00	871.00	278.00	294.00	57.00	199.00	218.00	445.00	61.00	297.00	116.00
ENSG00000010282.13	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000010292.11	453.38	57.00	367.38	303.76	470.85	150.24	578.78	308.75	213.50	56.00	478.62	107.71
ENSG00000010295.18	225.00	25.00	181.10	130.00	152.00	47.00	173.00	58.00	114.00	44.00	271.00	79.00
ENSG00000010310.7	12.00	1.00	7.00	3.00	40.85	6.00	27.01	0.00	11.04	4.00	26.03	4.01
ENSG00000010318.18	55.00	4.00	35.00	25.00	10.00	4.00	6.00	13.00	25.00	4.00	29.00	8.00
ENSG00000010319.5	5.00	0.00	6.00	19.00	1.00	3.00	7.00	4.00	0.00	5.00	1.00	0.00
ENSG00000010322.14	161.00	26.00	161.00	125.00	341.00	57.00	131.00	43.00	137.00	16.00	200.00	30.00
ENSG00000010327.9	263.00	63.00	418.00	453.00	341.00	98.00	343.00	141.00	170.00	152.00	774.00	116.00
ENSG00000010361.12	103.02	13.23	73.05	47.32	47.08	8.21	69.42	38.63	41.47	25.86	148.93	19.20
ENSG00000010379.14	0.00	0.00	1.00	5.00	1.00	0.00	0.00	3.00	1.00	5.00	0.00	1.00
ENSG00000010404.16	7539.32	1264.73	10617.25	6139.59	7922.88	2022.83	5632.73	3782.26	8593.51	1107.65	12320.86	1587.38
ENSG00000010438.15	19.00	0.00	0.00	3.00	2.00	0.00	1.00	0.00	0.00	0.00	1.00	0.00
ENSG00000010539.10	763.61	810.00	1224.75	818.38	594.02	581.11	914.00	1949.61	635.01	308.00	1109.02	1036.29
ENSG00000010610.8	2421.00	222.00	2155.00	1749.00	1892.00	599.00	1980.00	1015.00	1081.00	321.00	2798.00	572.00
ENSG00000010626.13	91.38	0.00	14.00	25.00	3.45	9.00	1.00	8.10	1.00	3.00	5.04	1.00
ENSG00000010671.14	427.00	227.00	653.00	599.00	545.00	240.00	379.00	514.00	357.00	145.00	574.00	308.00
ENSG00000010704.17	154.81	54.72	117.19	168.49	134.46	85.70	117.93	218.99	115.03	48.75	220.10	81.43
ENSG00000010803.15	424.00	34.00	375.00	326.00	318.00	90.00	470.00	174.00	231.00	49.00	421.00	97.97
ENSG00000010810.16	2727.00	235.00	2273.00	2044.00	2354.00	635.00	3239.00	907.00	1332.00	288.00	2251.00	431.00
ENSG00000010818.7	3154.00	840.00	2903.00	2688.00	2000.00	1429.00	2737.00	2830.00	1796.00	680.00	2928.00	1582.00
ENSG00000010932.14	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00
ENSG00000011007.11	388.86	84.35	375.70	414.09	411.84	170.93	434.80	268.57	229.47	103.49	547.28	150.84
ENSG00000011009.9	488.00	82.00	613.00	460.00	252.00	204.00	401.00	354.00	280.00	108.00	597.00	180.00
ENSG00000011021.20	219.20	40.00	275.03	153.65	268.74	117.04	166.00	112.03	116.12	47.00	205.08	92.98
ENSG00000011028.12	248.00	64.00	85.00	98.00	20.00	47.00	44.00	243.00	131.00	13.00	89.00	85.00
ENSG00000011052.20	2.63	0.00	12.24	2.72	0.00	0.00	0.00	0.00	1.71	8.82	8.12	2.72
ENSG00000011105.10	10.00	3.00	19.00	14.00	12.00	4.00	7.00	35.00	48.00	1.00	40.00	3.00
ENSG00000011114.13	848.67	162.11	880.33	763.17	808.49	289.94	682.20	354.18	664.08	147.02	1032.55	251.10
ENSG00000011132.10	59.63	18.00	57.76	36.00	46.01	36.00	24.02	74.00	48.00	4.00	102.00	27.00
ENSG00000011143.15	30.00	1.00	5.00	20.00	43.00	7.00	18.00	8.00	17.00	8.00	28.00	3.00
ENSG00000011198.6	1442.00	465.00	2639.00	1375.00	556.00	385.00	1207.00	1194.00	1310.00	197.00	2252.00	569.00
ENSG00000011201.9	11.00	2.00	0.00	11.00	33.00	2.00	1.00	3.00	2.00	5.00	26.00	0.00
ENSG00000011243.16	535.71	92.64	571.66	467.16	209.76	116.59	346.93	256.30	306.41	68.47	502.20	100.65
ENSG00000011258.14	451.04	128.00	841.00	522.01	617.01	156.01	496.00	245.25	368.39	73.00	606.02	133.00
ENSG00000011260.12	347.00	95.00	217.00	242.00	229.00	128.00	310.00	192.00	182.00	107.00	259.00	76.00
ENSG00000011275.17	1733.23	223.00	1835.09	1377.00	1123.27	429.29	1294.00	649.10	1109.15	218.00	2103.64	374.00
ENSG00000011295.14	815.10	106.88	959.46	745.97	569.64	168.08	946.65	243.42	596.49	155.01	810.21	112.77
ENSG00000011304.15	1520.00	214.00	1424.00	942.00	1009.00	592.00	1038.00	1121.00	999.00	322.00	2315.00	486.00
ENSG00000011332.18	0.00	0.00	0.00	0.00	5.00	1.00	0.00	0.00	2.00	0.00	0.00	0.00
ENSG00000011347.8	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	11.00	0.00	0.00	0.00
ENSG00000011376.8	159.00	29.00	191.00	192.00	179.00	60.00	198.00	94.00	95.00	78.00	173.00	61.00
ENSG00000011405.12	1233.36	342.08	1781.94	1257.04	1371.73	437.04	1466.68	836.01	756.77	287.76	1448.24	401.20
ENSG00000011422.10	2597.00	1277.00	3218.00	2308.00	676.00	1455.00	973.00	5243.00	1614.00	839.00	3180.00	1873.00
ENSG00000011426.9	33.00	15.00	51.00	63.00	25.00	18.00	56.00	131.00	32.00	26.00	83.00	46.00
ENSG00000011451.16	146.00	13.00	105.00	83.00	228.00	43.00	91.00	49.00	102.00	37.00	230.00	27.00
ENSG00000011454.15	691.94	115.00	619.01	509.42	766.38	216.00	538.06	246.02	228.32	150.00	584.58	149.97
ENSG00000011465.15	11.00	0.00	1.00	2.00	2.00	2.00	1.01	6.07	6.00	0.00	2.38	0.00
ENSG00000011478.10	45.33	3.12	38.98	38.39	36.44	16.46	65.46	34.47	28.66	5.04	66.26	9.90
ENSG00000011485.13	429.00	67.19	222.00	243.00	374.00	164.00	304.00	206.00	216.00	94.00	610.58	114.13
ENSG00000011523.12	1511.05	293.25	1602.70	1309.09	1236.97	553.04	1710.17	886.85	1255.98	251.74	1833.61	486.91
ENSG00000011566.13	292.00	98.00	171.00	265.00	254.00	116.00	293.00	185.00	78.00	60.00	293.00	109.00
ENSG00000011590.12	16.00	3.00	4.00	19.00	16.00	10.00	10.00	9.00	12.00	2.00	35.00	6.00
ENSG00000011600.10	18411.00	6502.00	21131.00	16176.00	6629.00	8039.00	8329.00	18042.00	10391.00	5260.00	25870.00	11927.00
ENSG00000011638.9	27.00	7.00	25.01	27.00	24.93	16.93	24.00	18.00	53.00	3.00	34.00	5.00
ENSG00000012048.18	240.09	100.01	242.77	236.79	138.36	106.00	187.39	279.41	201.93	59.00	335.00	135.00
ENSG00000012061.14	493.97	42.60	456.81	251.55	373.79	97.45	333.72	143.36	231.36	70.04	540.21	85.89
ENSG00000012124.13	577.70	49.00	442.63	188.00	591.35	196.00	260.10	158.00	190.00	49.00	746.20	75.00
ENSG00000012171.16	1.00	0.00	0.00	5.00	1.00	3.00	2.00	1.00	3.00	0.00	7.00	0.00
ENSG00000012174.10	122.99	32.19	196.27	170.10	191.03	51.00	189.59	63.87	108.44	41.15	222.12	41.66
ENSG00000012211.11	120.00	7.00	104.00	61.00	32.00	22.00	29.00	16.00	74.00	7.00	62.00	23.00
ENSG00000012223.11	556.00	12.00	66.00	73.00	88.00	63.00	168.00	109.00	187.00	44.00	276.00	141.00
ENSG00000012232.7	651.79	54.00	558.84	320.00	431.20	84.78	277.85	154.60	322.78	43.00	622.96	101.59
ENSG00000012504.12	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	1.00	0.00
ENSG00000012660.12	2719.00	1278.00	2764.00	2836.00	2332.00	1451.00	2024.00	3087.00	1950.00	762.00	3615.00	2217.00
ENSG00000012779.9	2381.00	337.00	2941.00	2671.00	1474.00	511.00	1041.00	1177.00	1376.00	397.00	3054.00	704.00
ENSG00000012817.14	0.00	0.00	42.00	0.00	938.00	6.00	0.00	0.00	0.00	0.00	1.00	0.00
ENSG00000012822.14	3806.00	495.00	4558.00	3049.00	2307.00	874.00	3359.00	1526.00	1940.00	479.00	3700.00	682.00
ENSG00000012963.12	431.00	102.00	464.00	360.00	402.00	146.00	437.95	281.00	253.00	70.00	486.00	101.00
ENSG00000012983.10	740.00	185.00	644.00	973.00	622.00	321.00	806.00	681.00	452.00	153.00	798.00	432.00
ENSG00000013016.13	481.00	109.00	521.00	287.00	485.00	114.00	484.00	307.00	354.00	72.00	658.00	123.00
ENSG00000013275.6	484.00	126.00	647.00	451.00	326.00	235.00	709.00	378.00	273.00	206.00	587.00	171.00
ENSG00000013288.7	683.90	116.00	625.04	443.00	543.60	209.97	469.64	308.00	345.63	118.01	820.90	223.09
ENSG00000013293.5	21.67	2.04	23.37	10.89	13.55	3.52	7.33	4.84	6.72	0.00	24.77	7.95
ENSG00000013297.9	28.82	2.90	42.28	21.05	13.05	10.91	25.54	14.16	18.47	5.21	19.67	5.02
ENSG00000013306.14	25051.00	5211.00	8962.01	13906.54	4287.00	7187.00	5798.00	23635.00	11923.01	4006.00	23069.36	11560.00
ENSG00000013364.17	751.95	240.09	644.42	559.06	447.77	288.03	419.87	657.42	260.83	235.01	520.94	467.75
ENSG00000013374.14	2970.10	2323.76	3084.50	2728.79	1311.66	2817.11	2647.10	6329.58	1718.81	1717.00	3305.46	3102.73
ENSG00000013375.14	303.85	48.17	357.27	329.40	223.31	101.18	497.46	141.85	189.03	74.35	374.97	63.88
ENSG00000013392.7	48.00	13.00	73.03	27.00	26.00	18.00	77.11	20.01	36.00	4.00	49.00	15.00
ENSG00000013441.14	3756.00	1123.00	4563.00	4596.00	2482.00	1266.00	4313.00	2894.00	3328.00	817.00	4027.00	2169.00
ENSG00000013503.8	309.00	38.00	239.00	181.00	190.00	92.00	332.00	106.00	168.00	38.00	355.00	51.00
ENSG00000013523.8	439.81	19.00	312.01	257.96	469.41	74.00	285.21	94.73	145.00	51.95	240.69	45.00
ENSG00000013561.16	571.25	97.00	339.44	625.28	371.70	84.33	386.54	274.84	190.86	152.93	346.41	156.21
ENSG00000013563.12	498.98	97.55	387.41	434.83	204.46	85.54	294.70	170.65	190.99	93.61	373.63	106.01
ENSG00000013573.15	317.36	24.95	148.86	181.93	86.23	18.73	76.76	28.86	55.81	16.67	276.04	63.24
ENSG00000013583.7	61.00	43.00	28.00	33.00	89.00	92.00	35.00	308.00	137.00	9.00	135.00	119.00
ENSG00000013588.5	1.00	0.00	0.00	1.00	0.00	0.00	1.00	1.00	0.00	0.00	0.00	0.00
ENSG00000013619.12	9.00	8.00	40.00	27.00	7.00	26.00	15.00	38.00	34.00	5.00	34.00	16.00
ENSG00000013725.13	1231.00	44.00	909.00	650.00	556.00	196.00	989.00	284.00	462.00	155.00	749.00	77.00
ENSG00000013810.17	595.00	102.00	531.00	277.00	482.00	154.00	247.00	238.00	408.00	89.00	1077.00	284.00
ENSG00000014123.9	957.00	250.00	859.00	912.00	733.00	334.00	1116.00	509.00	444.00	313.00	949.00	328.00
ENSG00000014138.7	409.97	78.02	291.41	254.45	295.29	155.75	331.00	295.27	416.48	77.00	461.19	130.26
ENSG00000014164.6	186.00	36.00	73.00	58.00	105.00	81.00	40.00	199.00	100.00	14.00	240.00	92.00
ENSG00000014216.14	878.00	146.00	704.00	611.00	509.00	292.00	597.00	581.00	424.00	188.00	1122.00	321.00
ENSG00000014257.14	672.00	148.00	819.00	738.00	641.00	241.00	343.00	375.00	391.00	127.00	791.00	236.00
ENSG00000014641.16	518.00	106.00	381.00	286.00	304.84	123.00	486.00	250.00	198.00	103.00	318.30	126.00
ENSG00000014824.12	1462.00	379.00	1578.00	1318.00	940.00	438.00	1540.74	603.00	649.00	428.00	1283.00	503.00
ENSG00000014914.18	268.00	137.00	167.00	298.00	254.00	172.00	299.00	252.00	101.00	151.00	276.00	143.00
ENSG00000014919.11	529.00	131.00	627.00	592.00	503.00	224.00	596.03	494.00	259.00	133.00	741.00	211.01
ENSG00000015133.17	1922.00	161.00	1511.00	980.00	1962.00	403.00	1292.00	532.00	723.00	225.00	1307.00	300.00
ENSG00000015153.13	668.00	222.00	891.94	621.36	661.49	268.00	858.93	400.00	563.01	101.00	793.48	283.00
ENSG00000015171.17	792.00	118.00	918.00	874.00	721.00	215.00	966.00	348.00	374.00	198.00	736.00	173.00
ENSG00000015285.9	2931.00	490.00	2819.00	2523.00	1642.00	1019.00	1906.00	2594.00	1914.00	511.00	3980.00	1298.00
ENSG00000015413.8	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00
ENSG00000015475.17	1374.12	618.03	1672.05	1357.00	658.98	637.00	912.67	1112.04	611.10	449.00	1350.41	917.00
ENSG00000015479.16	4866.01	1253.79	5452.67	4281.42	3955.86	1608.73	5965.62	2737.21	2936.48	1476.02	4371.33	1748.90
ENSG00000015520.13	0.00	0.00	42.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	6.00	0.00
ENSG00000015532.8	157.67	9.01	91.00	72.00	90.02	25.00	104.00	42.00	68.00	10.00	131.00	7.00
ENSG00000015568.11	647.59	127.64	641.90	313.02	255.19	80.12	290.53	145.61	321.06	32.82	333.72	94.44
ENSG00000015592.15	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00
ENSG00000015676.16	952.00	108.00	1195.00	640.00	680.00	250.00	1061.00	319.00	548.00	147.00	1064.00	192.00
ENSG00000016391.9	2.87	1.00	15.70	6.99	41.61	7.97	40.58	6.20	21.72	1.08	27.20	1.76
ENSG00000016402.11	0.00	0.00	0.00	3.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	1.00
ENSG00000016602.9	12.00	0.00	0.00	1.00	2.00	0.00	0.00	0.00	5.00	0.00	1.00	0.00
ENSG00000016864.15	320.38	45.00	244.00	285.33	188.00	78.00	327.00	106.00	166.50	55.00	276.98	73.00
ENSG00000017260.18	1010.13	203.00	932.94	921.68	517.10	292.51	830.57	728.95	864.49	267.66	843.31	530.46
ENSG00000017427.14	0.00	0.00	0.00	2.02	1.00	0.00	0.00	0.00	3.00	0.00	2.00	0.00
ENSG00000017483.13	212.00	105.00	137.00	307.00	65.00	114.00	140.00	166.00	75.00	28.00	277.00	230.00
ENSG00000017797.10	1785.00	260.00	1456.99	1848.00	1587.99	410.00	1134.00	1043.00	788.00	323.00	1658.00	807.00
ENSG00000018189.11	503.00	176.00	411.00	387.28	381.00	213.00	482.00	245.00	181.00	129.00	439.00	241.95
ENSG00000018236.13	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00
ENSG00000018280.15	5662.23	546.00	4774.24	5342.23	2549.91	685.00	1336.03	1661.46	2711.37	345.96	6261.90	979.00
ENSG00000018408.13	31.86	1.00	8.98	16.93	23.89	3.01	19.19	16.00	7.44	0.00	26.14	1.03
ENSG00000018510.11	1153.00	303.00	1216.00	1195.00	854.00	382.00	1265.00	589.00	589.00	341.00	1117.00	428.00
ENSG00000018610.12	81.68	5.01	85.32	98.76	39.91	25.93	134.91	40.14	53.05	29.40	70.78	15.58
ENSG00000018625.13	0.00	0.00	0.00	2.00	0.00	0.00	2.00	0.00	5.00	0.00	0.00	0.00
ENSG00000018699.10	435.00	39.00	434.00	263.00	208.00	123.00	441.00	175.00	162.00	105.00	329.00	113.00
ENSG00000018869.15	64.00	12.00	41.00	39.00	24.00	14.00	98.00	36.00	36.00	17.00	32.00	38.00
ENSG00000019102.10	5.00	0.00	5.00	19.00	11.00	0.00	3.00	6.00	21.00	0.00	25.00	4.00
ENSG00000019144.15	33.70	1.00	8.01	14.38	19.85	3.05	22.87	4.51	20.57	2.00	23.02	3.00
ENSG00000019169.10	2.00	5.00	9.00	26.00	8.00	6.00	6.00	8.00	1.00	0.00	10.00	1.00
ENSG00000019186.8	0.00	0.00	6.00	3.00	1.00	0.00	2.00	0.00	14.00	0.00	5.00	3.00
ENSG00000019485.11	184.00	19.00	89.00	80.00	189.00	47.00	176.00	41.00	92.00	8.00	169.00	20.00
ENSG00000019505.6	1.00	0.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00
ENSG00000019549.7	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00
ENSG00000019582.13	31077.00	5996.00	25714.00	23369.00	21253.00	13270.00	20033.00	22146.00	9525.00	13149.00	26651.00	12083.00
ENSG00000019991.14	143.00	61.00	154.00	273.00	162.00	55.00	219.00	133.00	73.00	37.00	163.00	97.00
ENSG00000019995.6	1348.31	225.42	957.79	1366.65	386.88	262.28	708.71	632.76	647.13	166.78	881.72	425.04
ENSG00000020129.14	318.08	22.00	160.03	121.05	225.61	62.09	155.00	115.00	74.08	29.00	186.03	48.00
ENSG00000020181.16	170.73	21.83	91.04	53.70	38.25	18.26	112.95	17.04	31.11	10.92	89.01	14.55
ENSG00000020219.9	0.00	0.00	0.00	0.00	5.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000020256.18	108.00	14.12	157.00	77.00	111.02	41.00	68.00	40.01	47.00	23.00	147.00	55.00
ENSG00000020426.9	292.00	42.00	506.00	334.00	157.00	90.00	409.00	135.00	188.00	100.00	225.00	51.00
ENSG00000020577.12	98.00	321.00	111.00	79.00	90.00	278.00	99.00	435.00	83.00	165.00	85.00	390.00
ENSG00000020633.17	1632.00	75.00	722.00	712.00	2011.00	409.00	1810.00	338.00	736.00	189.00	1100.00	249.00
ENSG00000020922.11	671.72	102.92	767.62	563.32	505.97	179.01	972.52	252.29	405.53	135.00	741.65	137.88
ENSG00000021300.12	141.00	4.00	148.00	86.00	157.00	27.00	54.00	11.00	51.00	12.00	107.00	13.00
ENSG00000021355.11	1256.07	1252.00	1554.62	1898.91	765.00	1041.40	1445.81	2024.89	1066.99	538.00	2002.83	1123.88
ENSG00000021461.15	0.00	0.00	0.84	0.00	0.00	1.00	1.00	0.00	1.84	0.00	0.00	0.00
ENSG00000021488.11	0.00	0.00	0.00	0.00	3.00	0.00	0.00	0.00	2.00	0.00	2.00	0.00
ENSG00000021574.10	1113.08	375.07	1362.01	1383.46	956.68	369.89	1171.09	897.05	707.94	298.85	1277.36	421.24
ENSG00000021645.16	5.30	3.00	7.00	5.00	1.00	0.00	2.02	11.00	5.27	0.35	0.93	2.82
ENSG00000021762.18	259.00	29.00	154.00	112.00	169.00	56.00	232.00	62.00	90.00	44.00	239.00	54.00
ENSG00000021776.9	2441.00	425.00	2731.00	2307.60	1664.19	761.00	2531.00	1184.00	1400.00	527.00	2424.00	457.00
ENSG00000021826.13	41.42	1.02	47.35	19.93	24.31	1.35	37.54	5.48	22.89	0.00	21.75	2.68
ENSG00000022267.15	136.00	50.00	107.00	248.00	112.00	94.00	174.00	175.00	256.00	48.00	270.00	40.00
ENSG00000022277.11	1228.00	498.00	1270.00	1305.00	738.00	588.00	830.95	982.00	638.00	337.00	1633.00	550.00
ENSG00000022556.14	110.88	24.00	118.00	17.00	39.00	12.00	36.96	40.00	33.00	0.00	32.00	25.00
ENSG00000022567.8	1555.00	215.00	2321.00	759.00	614.00	214.00	730.00	793.00	1279.00	182.00	2568.00	327.00
ENSG00000022840.14	2458.71	793.00	1634.32	2546.33	1029.14	827.66	693.59	3201.53	1832.29	429.99	3266.14	1447.96
ENSG00000022976.14	61.81	6.00	107.31	74.35	99.87	19.39	23.03	24.83	42.70	7.95	84.12	7.42
ENSG00000023041.10	943.08	269.00	994.00	875.00	727.00	416.00	927.00	685.00	588.00	215.05	1143.00	470.00
ENSG00000023171.13	709.00	363.00	565.00	331.00	495.00	518.00	365.00	2763.00	231.00	236.00	547.00	2242.00
ENSG00000023191.15	364.01	68.00	273.09	334.48	297.01	110.21	285.00	191.11	175.03	109.04	321.21	128.04
ENSG00000023228.12	1151.25	191.39	1211.18	1014.55	975.30	294.98	859.87	475.04	638.88	192.04	1060.99	284.03
ENSG00000023287.11	4257.00	1765.00	6099.00	4470.00	2656.00	1385.00	3638.00	3748.00	2772.00	896.00	4494.00	2133.00
ENSG00000023318.7	1028.00	428.00	1330.00	985.00	946.00	580.00	973.00	908.00	622.00	337.00	1180.00	614.00
ENSG00000023330.13	721.00	126.00	562.00	556.00	452.00	209.00	396.00	410.00	233.00	199.00	555.00	492.00
ENSG00000023445.12	2763.00	1295.00	3628.00	3552.00	2617.00	1749.00	3401.00	2900.00	1808.00	1483.00	2590.00	2538.00
ENSG00000023516.8	2787.00	466.00	2876.00	2751.02	2301.00	1130.00	3251.00	1634.03	2194.00	806.00	3118.03	612.00
ENSG00000023572.7	15.00	6.00	5.00	16.00	13.00	9.00	34.00	12.00	10.00	6.00	17.00	6.00
ENSG00000023608.4	14.01	27.77	42.08	31.20	11.59	12.50	47.00	49.00	25.26	24.00	52.81	40.00
ENSG00000023697.11	211.00	80.00	235.00	221.00	112.00	120.00	263.00	208.00	117.00	119.00	203.00	94.00
ENSG00000023734.9	333.00	117.00	272.00	251.00	286.00	182.00	366.00	328.00	233.00	119.00	495.00	323.00
ENSG00000023839.9	32.00	6.00	90.00	52.00	19.00	7.00	34.00	47.00	36.00	8.00	54.00	20.00
ENSG00000023892.10	1197.00	93.00	877.00	524.00	507.00	210.00	841.00	349.00	430.00	93.00	952.00	134.00
ENSG00000023902.12	2382.00	792.00	2276.00	1238.00	1319.00	991.00	1654.00	2155.00	824.00	742.00	1996.00	1141.00
ENSG00000023909.8	223.10	82.94	268.74	230.18	253.03	101.01	256.57	226.09	152.43	51.02	213.57	132.01
ENSG00000024048.9	4539.00	1390.00	6702.00	4956.00	3862.00	1659.00	4193.00	3960.00	3212.00	907.00	5934.00	1828.00
ENSG00000024422.10	2.93	0.00	1.00	0.00	4.00	0.00	0.00	1.00	3.00	0.00	0.00	0.58
ENSG00000024526.15	10.00	6.00	12.00	25.00	3.00	17.00	46.00	45.00	7.00	16.00	17.00	15.00
ENSG00000024862.15	308.00	100.00	286.00	248.00	113.00	75.00	253.00	210.00	211.00	51.00	282.00	110.00
ENSG00000025039.13	495.00	154.00	786.00	531.00	275.00	117.00	316.00	363.00	409.00	140.00	567.00	121.00
ENSG00000025156.11	270.00	59.00	223.00	190.00	132.00	83.00	349.00	119.00	148.00	60.00	265.00	67.00
ENSG00000025293.14	1259.69	290.99	1245.68	926.55	1183.25	462.03	1217.40	885.95	1235.44	170.16	1956.21	486.03
ENSG00000025423.10	0.00	0.00	1.00	3.00	0.00	0.00	1.00	0.00	0.00	0.00	1.00	1.00
ENSG00000025434.17	52.00	7.00	45.00	45.00	24.00	22.00	74.00	10.00	30.00	14.00	32.00	11.00
ENSG00000025708.11	1999.64	717.56	1383.91	1519.40	808.00	822.89	763.00	1385.33	830.20	609.00	1893.43	1059.00
ENSG00000025770.17	84.93	5.00	53.00	33.00	43.01	15.00	47.15	23.00	25.00	9.00	46.01	15.00
ENSG00000025772.7	131.00	30.00	182.00	122.00	106.00	52.00	106.00	80.00	78.00	15.00	158.00	87.00
ENSG00000025796.12	408.18	76.00	509.85	444.44	547.38	151.92	356.56	182.00	335.55	66.95	480.15	65.01
ENSG00000025800.12	1751.24	289.94	1804.77	1502.43	1499.18	496.67	1427.38	823.90	967.34	256.00	1713.20	467.72
ENSG00000026025.12	13172.48	2648.97	16343.86	15412.89	10760.60	3640.79	11338.38	6512.51	7204.33	2965.99	16465.19	2638.55
ENSG00000026036.19	34.07	1.00	19.29	19.12	29.72	9.86	26.05	1.74	20.58	6.82	15.41	9.10
ENSG00000026103.18	1548.00	3341.00	2386.00	2455.35	1403.00	2398.49	2053.00	7633.59	1559.12	1273.00	2349.02	3808.43
ENSG00000026297.14	1576.00	213.00	1799.67	1677.58	1687.92	437.00	1704.00	547.00	1319.00	273.00	3025.17	374.00
ENSG00000026508.15	8579.00	2918.00	10673.00	11573.00	10467.00	5464.00	8351.00	10062.00	9673.00	1876.00	18033.00	5103.00
ENSG00000026559.12	51.30	6.00	35.01	10.85	13.63	8.20	11.70	6.47	6.03	0.81	31.62	1.49
ENSG00000026652.12	658.00	64.00	453.00	471.00	441.00	147.00	635.00	152.00	444.00	25.00	501.00	94.00
ENSG00000026751.15	1026.63	1279.00	666.78	783.01	1484.02	1967.02	1456.15	2996.01	559.44	472.00	937.86	2210.01
ENSG00000026950.15	4757.55	2323.57	4722.58	2701.91	3784.23	3249.53	5601.31	5199.78	1976.10	1708.90	4364.59	3919.17
ENSG00000027001.8	36.00	5.00	35.00	47.00	43.00	26.00	101.00	21.00	49.00	4.00	59.00	4.00
ENSG00000027075.12	6577.00	460.65	4558.00	3759.92	3224.78	1099.00	6891.00	1633.00	2298.00	560.00	3961.26	678.00
ENSG00000027644.4	1.00	0.00	1.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00
ENSG00000027697.11	4312.00	2382.00	6230.00	5681.00	2159.00	1313.00	4583.00	5021.00	3301.00	1105.00	4714.00	1911.00
ENSG00000027847.12	76.00	23.00	104.00	45.00	121.00	27.00	62.00	72.00	68.00	33.00	104.00	30.00
ENSG00000027869.10	172.00	9.00	74.00	80.00	136.00	56.00	125.00	79.00	85.00	13.00	208.00	33.00
ENSG00000028116.15	263.46	328.11	250.23	343.91	224.50	255.89	323.82	537.13	117.95	215.36	265.71	281.53
ENSG00000028137.15	5806.00	1455.00	6883.02	6437.98	3935.74	2263.00	4383.41	4309.17	3592.19	908.00	7553.02	1875.00
ENSG00000028203.16	1006.95	185.00	756.10	905.14	806.42	239.02	878.64	375.98	565.11	294.00	774.05	206.00
ENSG00000028277.19	1057.00	106.00	915.00	562.00	1389.00	275.00	658.00	348.00	466.00	155.00	1161.00	239.00
