id	sample_12_SRR988499_PE	sample_10_SRR988501_PE	sample_8_SRR988503_PE	sample_6_SRR988505_PE	sample_4_SRR988507_PE	sample_11_SRR988500_PE	sample_9_SRR988502_PE	sample_7_SRR988504_PE	sample_5_SRR988506_PE	sample_3_SRR988508_PE	sample_2_SRR988509_PE	sample_1_SRR988510_PE
Group	Pre-challenge	Pre-challenge	Pre-challenge	Pre-challenge	Pre-challenge	Post-challenge	Post-challenge	Post-challenge	Post-challenge	Post-challenge	Unchallenged control	Unchallenged control
ENSG00000122435.8	30.7	29.79	18.27	29.64	27.89	18.32	14.13	21.25	16.29	23.13	18.65	26.73
ENSG00000122477.11	1.58	0.95	1.02	1.81	2.39	1.29	0.96	1.32	1.1	1.71	2.46	1.8
ENSG00000122481.15	6.92	8.04	4.82	9.13	10.23	13.6	10.8	13.69	9.1	5.99	6.69	12.82
ENSG00000122482.19	53.38	33.29	27.06	32.12	55.15	28.21	22.63	42.44	23.3	29.39	53.72	34.49
ENSG00000122483.16	8.52	5.72	4.67	5.37	6.02	8.07	9.72	5.24	7.91	3.57	9.56	6.31
ENSG00000122484.8	23.19	20.78	19.17	23.95	30.29	11.63	10.21	14.52	10.45	17.76	22.77	22.01
ENSG00000122490.17	5.02	5.05	3.28	2.3	3.86	2.86	2.58	3.08	2.19	2.51	4.09	4.79
ENSG00000122507.19	14.03	19.92	15.08	18.01	21.26	7.55	5.69	6.63	6.8	11.68	25.43	13.74
ENSG00000122512.13	10.27	9.92	9.04	10.18	11.92	3.57	5.88	8.41	4.98	6.29	15.46	11.23
ENSG00000122515.13	9.32	10.92	9.21	10.94	5.68	2.97	4.14	3.45	3.37	7.69	12.19	3.75
ENSG00000122543.9	1.52	4.05	1.82	0.16	7.18	1.16	0	0.46	0.71	1.21	3.8	0.82
ENSG00000122545.16	84.29	59.95	54.63	61.48	105.89	61.29	50.95	52.7	50.88	54.21	62.14	83.79
ENSG00000122547.9	47.48	12.53	23.19	19.28	18.85	4.02	3.74	8.1	8.81	3.56	13.43	15.59
ENSG00000122550.16	7.54	9.38	8.89	11.92	18.25	9.1	7.76	12.32	7.53	10.29	8.77	12.27
ENSG00000122557.8	34	35.59	33.25	34.41	33.02	31.09	29.09	38.37	34.62	38.93	41.75	32.91
ENSG00000122565.17	87.07	77.67	57.14	74.87	112.46	129.68	96.06	101.43	63.88	72.15	76.76	79.69
ENSG00000122566.19	133.13	83.92	83.47	99.55	143.94	70.46	66.9	53.37	42.95	88.66	125.79	113.84
ENSG00000122591.10	15.78	24.79	15.34	12.86	12.83	14.02	11.79	25.54	8.66	11.92	28.52	21.72
ENSG00000122642.9	2.11	2.49	2.66	1.34	1.78	0.62	1.82	1.88	1.06	2.33	3.82	3.35
ENSG00000122643.17	41.52	44.14	28.65	31.26	39.44	200.63	119.08	98.01	107.75	86.42	45.9	53.46
ENSG00000122644.11	8.36	6.83	3.43	4.07	4.61	3.98	10.5	12.74	5.49	5.65	4.36	4.58
ENSG00000122674.10	16.37	16.43	11.54	26.16	32.42	24.61	14.99	35.73	27.73	26.38	27.89	20.73
ENSG00000122678.13	6.13	11.66	6.93	8.54	8.09	3.15	5.22	4.54	4.57	5.45	8.87	5.65
ENSG00000122687.16	12.81	9.08	7.01	7.99	13.02	5.57	4.25	11.71	4.01	8.5	9.01	4.86
ENSG00000122692.8	18.02	14.61	11.98	10.55	18.27	11.96	10.09	12.62	8.42	12.43	15.51	17.18
ENSG00000122694.14	386.86	222.32	257.89	310.66	212.31	409.59	306.38	325.12	327.09	330.01	174.3	323.75
ENSG00000122696.11	11.37	12.22	9.74	8.88	11.97	9.12	8.78	10.32	3.59	6.48	9.38	10.51
ENSG00000122705.15	30.95	32.39	25.55	24.65	47.11	31.46	31.52	38.77	27.88	34.29	36.04	28.71
ENSG00000122707.10	2.27	3.49	1.39	1.78	3.86	1.36	0.61	2.05	0.68	1.64	3.09	1.18
ENSG00000122729.17	7.08	8.58	6.27	6.45	5.88	14.5	18.72	7.99	15.38	20.33	10.37	7.95
ENSG00000122733.12	1.84	0.25	0.47	0.94	0.07	0	0	0	0	0	0.11	0.38
ENSG00000122741.14	14.03	14.85	10.74	13.07	13.83	11.53	12.56	12.34	6.77	10.46	19.37	13.66
ENSG00000122779.15	19.07	18.15	21.59	15.73	25.58	9.16	8.22	15.2	9.06	12.71	28.21	22.84
ENSG00000122783.15	20.82	24.95	36.67	22.69	20.09	39.55	34.46	22.91	27.54	43.3	23.23	18.98
ENSG00000122786.18	0.8	0.26	1.36	1.16	0.37	0.78	1.72	0.56	2.89	0.48	1.07	1.33
ENSG00000122862.4	1187.72	703.28	825.27	978.34	806.77	2437.17	1287.86	994.98	1298.65	790.25	502.91	992.25
ENSG00000122870.10	0.04	0.02	0.09	1.16	1.33	0.11	0.26	0	0	0	0.02	0.25
ENSG00000122872.8	1.61	0.87	3.48	7.88	0.14	0.38	0.42	0	0.81	1.61	2.54	1.79
ENSG00000122873.10	4.77	17.87	10.95	7.87	20.19	4.35	17.35	11.26	8.96	12.51	13.69	10.97
ENSG00000122877.12	0.13	0.42	0.26	0.25	0.22	0.56	0.41	1.29	0.74	0.57	0.41	0.31
ENSG00000122882.9	29.7	29.42	32.32	31.55	34.78	20.86	13.14	24.44	24.65	29.93	32.96	30.5
ENSG00000122884.11	17.82	15.65	13.12	15.73	25.76	11.66	19.74	18.68	15.3	11.18	24.22	20.89
ENSG00000122912.13	5.32	7.99	4.48	4.15	7.9	5.54	2.44	2.66	4.02	3.05	9.11	3.5
ENSG00000122952.15	0.36	0.72	0	0.09	3.92	0.42	0.65	1.03	0.27	1.17	0.1	0.61
ENSG00000122958.13	14.19	4.77	10.36	12.52	11.73	9.08	13.72	5.54	6.73	9.34	17.49	8.1
ENSG00000122965.9	5.37	5.59	4.46	4.24	9.84	1.82	0.94	1.49	1.58	2.87	13.89	5.2
ENSG00000122966.12	0.16	0.54	0.76	0.61	3.78	0.15	0.39	0	0.27	0.19	0.9	0.5
ENSG00000122970.14	2.03	1.01	0.37	0.27	0.61	0.86	0.43	1.12	0.86	1.24	1.54	1.07
ENSG00000122986.12	81.9	58.26	45.18	37.76	50.31	21.03	22.3	44.72	25.71	26.95	81.01	38.23
ENSG00000123064.11	6.72	11.88	11.44	12.75	19.55	6.53	2.85	5.26	7.2	13.04	9.79	11.58
ENSG00000123066.6	54.45	38.12	50.42	47.79	38.29	30.64	25.46	32.86	27.83	31.91	53.55	45.72
ENSG00000123080.9	0.5	0.39	1.23	0.72	0.75	0.72	0.61	1.46	0.44	1.46	1.54	1.15
ENSG00000123091.4	32.92	25.91	21.78	32.52	25.34	72.07	59.99	36.96	67.64	30.93	19.24	47.11
ENSG00000123095.5	8.61	3	1.81	1.23	3.35	1.86	5.38	5.14	0.23	1.06	10.89	3.62
ENSG00000123096.10	3.04	2.1	2.2	1.18	2.32	3.52	3.39	3.47	3.07	3.97	1.45	1.92
ENSG00000123104.10	33.92	14.37	16.42	24.65	25.81	10.06	9.09	9.82	9.08	9.59	26.84	18.89
ENSG00000123106.9	27.39	34.06	17.39	21.46	46.04	22.82	15.14	21.02	17.76	22.18	39.63	40.24
ENSG00000123119.10	0.89	1.79	1.85	1.42	1.42	1.17	1.98	0.72	2.23	1.57	1.18	2.89
ENSG00000123124.12	30.23	26.99	23.46	25.47	33.9	14.53	11.59	18.15	10.64	18.92	38.51	27.83
ENSG00000123130.15	4.9	7.12	5.13	3.56	6.74	15.07	11.71	15.99	9.47	11.88	10.05	7.13
ENSG00000123131.11	13.1	5.11	7.59	5.8	11.3	10.49	8.95	15.14	10.79	7.62	5.75	5.75
ENSG00000123136.13	19.84	25.92	24.88	22.14	20.35	21.68	26.47	21.24	18.83	27.13	27.05	14.86
ENSG00000123143.11	12.79	17.84	23.46	14.23	23.81	10.64	12.36	9.21	10.24	16.27	12.68	9.4
ENSG00000123144.9	62.18	87.7	50.67	36.22	61.29	38.48	35.53	91.63	49.22	43.25	74.15	58.86
ENSG00000123146.18	125.32	123.07	371.59	355.9	102.86	230.52	394.68	73.21	417.22	340.86	198.2	105.95
ENSG00000123154.10	3.68	10.17	2.5	1.2	3.89	0.72	1.54	1.83	0.97	1.34	3.51	1.2
ENSG00000123159.14	2.26	3.21	1.42	2.13	4.61	0.73	0.69	2.72	1.04	3.21	2.96	1.94
ENSG00000123178.13	0.28	1.04	0.67	0.75	1.42	1.08	0.3	1.33	0.76	1.02	1.59	0.87
ENSG00000123179.12	6.03	11.63	8.87	9.84	16.05	3.61	5.5	5.09	3.95	7.01	13.06	7.21
ENSG00000123200.15	21.18	18.18	22	26.64	39.12	14.38	16.79	28.12	15.28	19.93	38.45	23.53
ENSG00000123213.21	2.92	9.16	2.93	1.64	5.79	2.17	3.49	5.97	1.13	2.39	4.28	4.38
ENSG00000123219.11	12.34	14.02	6.42	15.98	4.24	3.94	7.17	3.2	5.85	5.15	4.74	9.24
ENSG00000123240.15	11.4	46.93	19.54	22.68	21.66	25.05	58.27	21.32	37.21	28.64	19.98	33.01
ENSG00000123243.13	0.4	0.68	0.46	0.38	0.59	0	0.1	0.14	0.18	0	1.02	0.33
ENSG00000123268.7	77.15	79.72	36.84	39.72	48.9	36.36	39.37	41.48	32	36.15	33.48	36.69
ENSG00000123297.15	6.52	5.66	3.02	4.41	9.56	1.69	1.79	3.32	1.93	3.47	8.81	6.64
ENSG00000123329.16	730.34	492.07	522.07	538.65	375.27	260.6	250.16	292.72	347.8	276.25	398.4	472.04
ENSG00000123338.11	136.3	119.63	102.77	90.05	134.25	73.77	50.63	106.88	58.19	79.44	193.64	149.37
ENSG00000123342.14	0.63	0.02	0.15	0.15	0.02	0.22	0.55	0.13	0.4	0.25	1.05	0.57
ENSG00000123349.12	34.05	28.02	27.5	28.12	58.64	31.8	32.36	34.24	34.15	24.07	34.36	36.62
ENSG00000123352.16	1.43	2.62	2.05	2.18	3.26	0.61	1.75	1.62	1.22	1.88	3.16	2.84
ENSG00000123353.8	33.81	28.67	28.53	20.38	30.26	33.4	23.51	49.02	21.64	32.02	25.7	38.7
ENSG00000123360.10	1.62	1.36	1.96	1.25	2.58	0.98	0.55	2.36	1.04	1.12	1.49	1.98
ENSG00000123374.9	17.62	15.62	11.24	9.08	19.69	5.59	5.89	8.38	7.82	10.64	13.33	22.37
ENSG00000123384.12	7.1	4.47	4.47	2.77	2.88	2.01	2.92	2.35	1.12	1.62	6.1	2.7
ENSG00000123395.13	3.33	4.49	1.78	2.29	4.27	3.08	2.07	1.81	3.05	3.93	1.34	2.24
ENSG00000123405.12	174.24	193.28	197.84	160.68	87.37	152.73	147.64	190.19	214.04	159.93	78.2	214.84
ENSG00000123411.13	1.58	1.13	0.34	0.69	0.84	0.59	0.72	1.96	0.54	0.66	4.03	0.38
ENSG00000123415.13	13.68	13.17	13.26	5.49	11.18	6.89	4.38	15.62	9.62	9.75	7.96	7.53
ENSG00000123416.14	310.63	327.33	230.57	209.14	358.2	245.16	403.81	400.39	335.4	354.78	206.89	384.43
ENSG00000123427.14	0.91	0.97	0.72	0.92	0.74	0.61	0.58	1.06	0.22	0.34	0.56	0.83
ENSG00000123444.12	13.19	11.93	5.69	5.14	11.26	5.08	4.42	6.69	6.46	4.57	4.12	8.23
ENSG00000123472.11	13.77	15.66	9.44	13.39	25.82	10.42	8.11	19	9.97	11	33.79	11.16
ENSG00000123473.14	8.81	7.81	10.25	7.2	15.75	17.8	14.67	9.98	18.37	16.19	6.81	10.63
ENSG00000123485.10	0.69	1.04	0.66	0.49	0.82	2.99	1.59	0.68	0.89	1.8	0.43	1.31
ENSG00000123500.8	8.44	8.09	7.83	7.15	7.97	1.79	2.41	2.61	1.53	2.77	7.66	9.17
ENSG00000123505.13	192.43	112.58	126.44	149.08	156.78	120.66	118.48	88.73	124.1	117.83	158.65	146.15
ENSG00000123545.5	11.23	11.95	5.99	4.69	4.77	5.86	3.95	8.54	5.98	4.4	10.68	6.66
ENSG00000123552.16	10.93	7.02	6.1	7.8	14.6	3.07	3.05	6.93	2.81	4.75	18.23	8.84
ENSG00000123562.15	29.73	23.51	17.23	21.93	29.95	21.9	33.09	35.63	16.31	19.29	21.78	20.87
ENSG00000123575.8	17.98	11.21	10.29	10.35	20.9	9.43	7.86	9.42	6.68	9.57	13	14.13
ENSG00000123595.6	10.97	7.44	7.85	8.18	13.53	8.34	6.28	20.85	6.72	9.67	7.52	9.27
ENSG00000123600.17	15.72	9.62	9.02	5.5	14.57	6.03	2.64	8.07	5.07	7.78	7.89	6.82
ENSG00000123607.13	24.83	22.12	18.15	20.94	26.19	11.26	5.54	16.29	11.08	14.2	25.24	20.28
ENSG00000123609.9	38.6	29.21	26.07	28.33	22.62	98.78	59.55	61.8	71.65	41.92	39.31	25.23
ENSG00000123610.4	23.29	23.88	17.73	12.54	20.49	963.46	600.21	173.98	373.12	363.36	18.35	45.17
ENSG00000123612.14	1.81	5.51	1	2.27	1.64	0.95	0.6	1.15	0.73	1.56	0.81	0.99
ENSG00000123636.16	225.78	117.27	155.62	152.6	133.7	86.43	68.62	87.75	82.27	100.49	88.85	226.39
ENSG00000123643.11	9.12	10.97	10.07	8.28	6.71	5.24	4.2	5.54	8.04	5.38	13.4	12.72
ENSG00000123684.11	69.45	39.86	43.61	56.74	50	66.55	42.23	43.36	53.58	48.1	44.32	66.78
ENSG00000123685.7	0.15	0.14	0.45	0.57	2.07	7.5	2.59	6.85	1.96	2.06	0.23	0.75
ENSG00000123689.5	2.68	2.61	1.41	0.94	0	16.4	3.46	10.68	6.78	4.86	0.13	1.26
ENSG00000123700.4	78.79	82.76	60.76	76.92	66.93	241.52	200.37	140.82	167.5	219.47	73.16	181.52
ENSG00000123728.8	98.6	76.22	66.84	60.35	62.08	173.96	81.3	93.3	99.76	84.05	49.52	74.71
ENSG00000123737.11	11.67	9.08	6.97	6.27	12.04	12.71	7.1	8.03	6.72	11.07	8.42	8.27
ENSG00000123739.9	3.3	4.05	3.16	3.55	4.52	2.93	2.43	3.53	2.86	2.97	5.05	3.25
ENSG00000123810.6	3.8	3.62	2.8	2.3	2.45	1.98	2.46	1.86	4.32	2.86	1.54	3.77
ENSG00000123815.10	4.1	4.72	3.86	4.6	3.83	3.86	1.76	4.64	3.1	3.94	4.42	3.91
ENSG00000123836.13	4.85	8.31	6.12	5.5	6.57	12.26	5.8	4.4	6.27	5.47	6.03	7.87
ENSG00000123838.9	0.17	0.19	9.94	0.3	4.28	0.63	1.22	12.1	1.37	0.33	0.04	15.95
ENSG00000123843.11	0.06	0.21	0.12	0.09	0.04	0.55	0	1.25	0.13	0.35	0.85	0.2
ENSG00000123870.10	2.81	2.42	2.63	2.62	1.33	1.32	0.96	0.5	1.31	0.93	4.12	1.45
ENSG00000123892.10	0.46	0.62	0.46	0.67	1.45	0.14	0.52	0.3	0.2	0.95	0.23	0.23
ENSG00000123908.10	39.44	28.42	28.44	39.52	28.29	19.69	21.94	13.4	24.36	22.74	37.02	30.52
ENSG00000123933.13	12.01	16.67	12.84	10.56	11.67	6.84	5.44	6.55	9.42	8.25	15	8.9
ENSG00000123965.13	1.73	0.24	1.46	1.96	1.17	2.04	0.38	3.56	0.28	0.92	2.52	1.49
ENSG00000123975.4	0.56	0.67	0.77	1.51	6.31	0.95	8.2	0	3.32	0.99	0.62	1.17
ENSG00000123983.12	23.31	21.62	13.43	14.04	25.44	32.36	28.91	21.74	17.94	25.02	19.16	24.7
ENSG00000123992.17	7.71	9.12	8.26	4.67	13.12	10.08	6.09	10.73	5.75	8.41	13.86	5.68
ENSG00000124006.13	0	1.07	0.06	0	0.06	0	0	0	0	0	0	0.12
ENSG00000124019.9	0.51	0.35	0.98	0.96	0.15	0.45	0.06	2.33	0.18	0.3	0.63	0.58
ENSG00000124067.15	9.98	5.24	5.26	2.69	6.8	3.83	1.82	1.45	1.5	2.2	5.39	5.58
ENSG00000124074.10	0.38	0.52	1.05	0.58	0.64	0.51	0.3	0.41	0.34	0.23	1.06	0.43
ENSG00000124091.8	4.45	3.14	3.64	3.76	3.83	2.31	1.94	2.44	1.24	1.5	4.84	2.54
ENSG00000124098.9	119.18	201.02	102.33	193.51	61.43	190.9	287.47	101.87	282.02	149.63	82.71	232.34
ENSG00000124102.4	79.74	67.3	157.69	189.04	42.99	58.3	57.96	6.8	61.88	79.23	84.82	118.83
ENSG00000124103.8	1.01	0.69	1.01	0.22	2.74	0.52	0.29	0.31	0.57	0.57	3.11	0.76
ENSG00000124104.17	2.36	2.94	1.3	0.9	1.64	0.77	0.22	2.55	0.85	0.7	1.66	1.41
ENSG00000124107.5	6.78	8.97	7.54	18.15	5.37	10	7.76	1.76	8.75	6.56	9.97	14.85
ENSG00000124120.9	6.47	5.61	5.08	5.74	5.92	5.5	3.18	5.01	5.94	4.36	9.88	3.82
ENSG00000124126.12	70.77	70.09	72.12	55.77	62.55	29.54	33.34	32.45	37.1	46.34	112.72	77.04
ENSG00000124134.7	2.58	2.73	1.5	1.99	1.4	0.75	1.33	0.44	0.93	1.43	2.54	2.19
ENSG00000124140.11	0.67	0.38	0.26	0.64	1.45	0.17	0.2	0	0.11	0.39	1.27	0.92
ENSG00000124145.6	0.64	0.73	0.9	1.39	0.59	1.43	1.16	1.68	0.88	0.77	2.65	1.05
ENSG00000124151.17	89.15	56.16	51.38	52.45	89.33	40.12	36.4	56.33	39.21	50.03	62.14	69.63
ENSG00000124155.15	19.12	19.55	17.89	12.51	21.33	9.88	10.33	14.73	10.29	15.32	17.95	18.97
ENSG00000124160.10	11.54	9.9	11	12.08	15.6	6.5	7.97	9.48	9.21	12.2	21.95	8.91
ENSG00000124164.14	12.47	6.7	14.4	17.74	9.98	18.18	12.44	7.51	12.34	19.03	20.64	10
ENSG00000124171.7	1.57	1.33	1.07	2.02	1.02	0.71	0.49	1.16	0.59	1.02	1.48	1.12
ENSG00000124172.8	23.32	16.74	14.87	21.17	25.93	17.19	16.86	18.49	19.13	18.04	28.39	20.02
ENSG00000124177.13	58.76	71.37	50.84	40.91	67.45	16.09	20.23	30.01	19.7	30.01	64.92	57.72
ENSG00000124181.13	38.57	50.78	18.53	18.72	34.79	6.69	7.51	5.57	4.16	15.15	70.12	13.36
ENSG00000124193.13	49.89	34.52	43.25	45.98	51.91	40.37	27.66	41.49	33.28	37.51	44.57	33.94
ENSG00000124198.8	10.56	9.28	7.87	7.94	13.04	5.29	3.84	9.19	4.63	7.19	12.27	10.13
ENSG00000124201.13	22.78	19.74	16.07	11.16	14.71	17.75	18.26	18.45	17.29	23.02	24.67	15.69
ENSG00000124203.5	4.27	5.17	2.3	2.98	7.19	1.05	0.41	1.76	1.12	1.51	7.42	3.71
ENSG00000124205.14	1.2	0.06	0.04	0.22	0	0.08	0	0.23	0.03	0	0	0.06
ENSG00000124207.15	24.34	18.9	17.62	16.39	32.9	15.67	16.38	27.16	16.93	19.23	22.23	23.36
ENSG00000124209.3	18.01	13.84	14.11	16.81	17.43	10.71	9.4	11.19	10.23	11.15	14.71	12.79
ENSG00000124214.18	8.25	9.03	8.98	6.78	10.95	8.3	11.71	7.26	9.24	10.01	25.43	14.81
ENSG00000124215.15	2.91	1.36	2.37	1.46	2.45	0.34	1.1	1.17	0.3	0.58	1.98	3.04
ENSG00000124217.4	2.65	2.81	2.71	2.67	4.81	2.31	1.04	2.77	1.78	2.43	4.16	3.31
ENSG00000124222.20	28.4	28.69	45.08	38.42	29.89	45.77	43.11	18.31	34.43	41.78	49.18	24.8
ENSG00000124224.15	11.79	7.41	7.77	8.74	11.8	10.55	5.58	6.57	6.81	10.77	12.05	12.5
ENSG00000124225.14	0.57	1.18	1.4	1.03	1.98	0.44	0.26	0.38	0.47	1.04	0.76	0.55
ENSG00000124226.9	17.21	28.93	14.51	11.75	29.82	16.89	19.73	26.1	19.91	22.97	23.14	21.37
ENSG00000124228.13	8.64	9.25	7.46	5.75	11.34	3.61	3.41	17.94	3.18	4.93	13.53	6.88
ENSG00000124243.16	3.25	5.77	3.05	2.11	5.07	1.89	1.75	3.77	1.38	3.07	7	2.4
ENSG00000124256.13	30.38	41.29	27.67	24.55	26.31	111.53	75.01	77.09	89.82	91.54	34.54	30.46
ENSG00000124275.13	42.43	54.76	28.39	34.36	63.18	35.06	32.17	40.18	22.74	55.31	78.22	81.13
ENSG00000124279.10	6.84	8.85	5.09	7.92	9.19	5.71	5.31	14.91	8.43	9.96	8.37	6.37
ENSG00000124299.12	4.48	10.76	8.92	5.05	18.47	8.25	8.66	7.52	7.05	17.38	13.23	8.45
ENSG00000124313.11	1.83	3.34	0.82	1.59	1.33	1.23	4.04	1.68	1.51	1.45	1.46	0.46
ENSG00000124333.13	21.62	20.04	20.15	19.61	33.86	44.34	37.06	29.01	20.65	22.16	18.09	21.65
ENSG00000124334.15	0	0.03	0	0.15	2.6	0	0	0	0	0.15	1.32	0.03
ENSG00000124356.14	18.55	15.71	12.89	13.5	19.8	25.2	11	24.3	15.44	13.71	14.07	14.44
ENSG00000124357.11	156.21	108.84	70.24	57.87	75.79	146.45	147.87	98.69	84.63	107.36	120.35	99.68
ENSG00000124370.9	7.84	7.63	5.07	3.93	8.07	6.58	3.46	4.99	3.02	3.34	6.7	5.39
ENSG00000124374.8	0.87	1.56	0.61	0.63	1.23	0.34	0.19	0.07	0.26	0.5	1.37	0.7
ENSG00000124380.9	17.07	14.88	10.84	14.81	17.06	26.66	22.06	25.34	16.76	17.03	13.5	14.53
ENSG00000124383.7	11.58	10.45	13.3	13.41	21.1	13.13	12.76	12.07	11.62	14.62	17.21	16.6
ENSG00000124406.15	57.58	52.47	33.08	31.76	65.42	18.49	12.44	23.4	18.06	30.73	35.86	40.29
ENSG00000124422.10	45.49	40.74	35.25	15.03	21.63	16.95	21.63	26.3	14.68	26.02	40.88	30.04
ENSG00000124444.14	2.53	2.24	1.8	1.87	5.35	1.3	2.55	3.22	1.38	3.32	4.18	2.49
ENSG00000124459.10	15.69	12.65	6.98	11.88	13.15	7.02	5.67	10.58	6.4	12.22	20.43	11.16
ENSG00000124466.8	0.16	0.82	0.62	1.16	0.59	0.12	0	0	0.86	0.8	0.34	0.16
ENSG00000124469.9	0.89	6.83	2.6	4.42	2.38	1.65	4.04	2.74	1.26	2.26	4.68	1.28
ENSG00000124486.11	55.27	43.53	45.92	50.87	56.35	26.01	15.7	21.33	25.86	29.68	58.74	45.38
ENSG00000124491.14	35.6	16.04	35.3	47.18	35.89	20.86	16.31	25.11	36.62	22.93	43.38	39.89
ENSG00000124496.11	10.89	8.44	10.35	9.2	9.74	3.61	2.65	3.79	3.04	6.14	14.1	7.65
ENSG00000124507.9	1.32	0.95	0.48	0.54	0.65	0.29	0.15	0.34	0.17	0.3	1.2	0.61
ENSG00000124508.15	5.46	17.92	7.85	4.69	23.62	10.95	11.3	9.07	5.67	11.02	13.49	8.36
ENSG00000124523.13	7.12	5.71	5.52	4.14	12.51	2.46	3.08	3.82	5.71	9.13	6.8	10.33
ENSG00000124532.13	5.89	7.15	7.67	6.95	9.73	9.71	4.95	5.89	4.29	6.68	9.08	5.83
ENSG00000124535.14	11.67	14.14	6.42	10.96	25.19	10.4	14.92	18.41	8.93	15.52	11.66	13.57
ENSG00000124541.6	7.49	13.52	6.75	7	21.66	7.44	8.59	7.37	4.5	9.65	9.06	8.06
ENSG00000124549.13	1.28	2.6	1.3	0.71	1.83	1.26	1.11	0.56	0.73	1.09	2.7	0.72
ENSG00000124557.11	1.09	0.43	0.48	0.12	1.5	0.38	0	0	0.35	0.25	0.41	0.35
ENSG00000124562.8	10.77	5.08	6.37	9.17	12.72	8.39	7.18	9.11	7.77	6.3	8.47	7.18
ENSG00000124564.16	1.4	0.28	0.35	0.16	0.07	0	0.33	0.28	0.28	0	0	0.06
ENSG00000124570.16	10.34	10.33	12.64	11.88	16.06	13.47	12.15	5.97	10.17	14.81	15.91	9.88
ENSG00000124571.16	12.91	26.04	13.29	7.51	29.94	9.73	13.06	18.35	6.11	11.98	33.29	11.86
ENSG00000124574.13	35.93	33.9	27.64	22.82	30.1	10	15.55	8.1	13.52	15.97	43.38	27.36
ENSG00000124575.6	97.1	166.93	112.59	92.64	302.15	59.25	59.52	129.76	69.56	105.37	118.43	192.86
ENSG00000124587.12	3.99	2.3	1.82	1.26	2.44	1.15	1.04	1.2	1.23	1.33	2.13	1.1
ENSG00000124588.18	20.62	12.65	13.41	7.3	9.67	12.5	8.46	7.5	6.72	8.29	10.48	17.47
ENSG00000124593.13	0.48	0.31	0.97	0.32	0.71	0.59	0.35	1.2	0.55	0.7	0.43	0.74
ENSG00000124596.15	20.33	16.18	11.6	19.21	14.66	13.86	9.99	10.31	7.36	16.1	18.96	14.52
ENSG00000124602.8	2.14	2.14	1.2	1.57	2.59	0.7	0.28	1.52	0.61	0.6	0.86	0.54
ENSG00000124608.4	1.2	2.78	1.15	0.51	2.05	0.42	0.4	1.07	0.3	0.47	2.11	1.15
ENSG00000124610.4	0.52	2.34	1.71	1.39	10.54	0.87	3.3	1.02	2.78	1.82	2.48	5.39
ENSG00000124613.7	2.32	2.61	2.42	1.14	2.1	0.18	0.4	2.99	0.53	0.51	0.88	1.03
ENSG00000124614.12	245.64	294.51	176.4	164.22	296.91	214.78	197.7	342.46	273.61	172.47	187.98	199.12
ENSG00000124635.8	5.14	4.85	4.57	6.32	6.14	5.85	6.05	6.39	7.96	10.56	3.31	7.38
ENSG00000124641.13	9.5	6.35	6.68	4.04	5.19	5.34	10.84	11.46	4.57	6.9	17.71	8.4
ENSG00000124657.1	1.78	0	0.24	0.21	0.09	0.49	0.28	0.6	0.39	0.91	1.26	0.4
ENSG00000124659.6	7.48	6.64	4.36	4.29	7.01	3.98	3.74	10.49	4.59	4.05	8.05	4.61
ENSG00000124688.12	16.95	19.85	15.15	16.25	9.93	15.93	19.28	36.32	19.4	24.59	9.08	20.49
ENSG00000124701.5	0.72	0.96	1.03	0.82	0.28	0.19	0.55	1.38	0.48	0.56	1.16	1.13
ENSG00000124702.16	3.63	4.85	2.49	4.01	4.66	1.64	2.1	3.01	1.02	1.56	4.15	4.33
ENSG00000124731.11	303.13	129.31	185.31	197.97	124.45	191.65	86.51	57.26	113.79	126.65	112.23	112.12
ENSG00000124733.3	13.58	13.93	11.79	14.62	18.37	10.17	11.14	13.05	7.28	11.61	14.1	10.79
ENSG00000124762.12	10.58	12.63	12.6	9.86	11.27	13.27	28.93	21.78	13.35	16.3	8.56	12.15
ENSG00000124766.5	0.76	1.1	0.89	0.59	1.27	0.48	0.31	1.08	0.21	0.3	1.35	1.41
ENSG00000124767.6	20.07	13.52	8.44	8.51	14.29	6.55	7.03	9.68	6.22	6.01	10.36	9.55
ENSG00000124772.10	6.89	8.38	8.05	6.92	7.23	2.97	2.66	3.92	3.25	6.36	5.16	5.51
ENSG00000124782.18	12.25	19.42	11.48	10.4	12.78	3.94	3.8	8.77	5.18	8.14	18.37	12.65
ENSG00000124783.11	174.71	134.91	167.85	180.56	192.75	235.74	189.58	198.79	177.92	193.83	143.88	183.49
ENSG00000124784.7	16.91	21.02	19.9	22.45	30.99	12.56	12.34	9.25	10.18	14.02	19.73	18.99
ENSG00000124785.7	0.08	0.39	1.42	0.17	0.25	10.68	10.68	2.01	4.06	4.52	1.5	1.28
ENSG00000124786.9	2.23	2.36	2.43	2.21	4.7	3.06	2.78	3.53	2.27	1.3	2.66	2.75
ENSG00000124787.12	0.27	0.79	0.63	1.26	0.16	0.86	0.5	3.38	0.27	0.42	0.4	0.52
ENSG00000124788.16	48.48	40.94	42.85	48.78	65.05	15.12	12.16	14.57	13.69	27.7	76.24	52.1
ENSG00000124789.10	33.43	31.09	37.76	36.97	35.75	23.53	19.77	24.76	24.73	29.51	47.15	34.97
